Author	Title	City	Publisher	Year	Pages	Size	ISBN	Price	Product number
Unknown	Raad voor de jeugdvorming	Utrecht [etc.]	Spectrum	1969	223	19 cm	N/A	Unknown	Unknown
Unknown	Unknown	Raad voor het Midden-en Kleinbedrijf. — 's-Gravenhage	R.M.K. no. 2 — De raad en innovatie in 1978 no. 1 — Ad	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Raadselachtige verdwijningen	Rotterdam	Lekturama	1979	256	30 cm	N/A	f. 49	7924237
Raadsen, P. H.	De Nederlandse PTT in vogelvlucht	Lelystad	Stichting IVIO	1979	Unknown	Unknown	N/A	f. 1.75	7927253
Raaff, Henk	Mengen en roeren : 1001 recepten voor o.a. aftershave, afwasmiddel, azijn, beits, boenwas, boter, buskruit, calvados, cider, coldcream, deodorant, gist, hondebrood, inkt, kaas, kaarsen, kattebrood, kaviaar, limonade, metworst, mosterd, paté, politoer, scheercrème, schoensmeer, shampoo, stokvis, tandpasta, tomatenketchup, verf, vlekkenwater, worst, wijn, zeep	Amsterdam	Bakker	1978	156	18 X 18 cm	9060194918	f. 19.50	7915140
Unknown	Raak	Amsterdam	Versluys	1979	71	22 cm	9024902029	f. 6.75	7944402
Unknown	Unknown	Raakvlak	tijdschrift voor literatuur en zo.	Unknown	Unknown	Unknown	N/A	f. 7.50	7927255
Raalten, F. van	Filosofie in hoofdzinnen : een nieuwe benadering	135 p.	ill. ; 22 cm. ISBN 90-293-0619-X	Unknown	Unknown	Unknown	902930619X	f. 17.50	7953047
Raalten, F. van	De ontwikkeling van het Ik : essay over Freud	Baarn	Wereldvenster	1978	329	21 cm	9029396830	f. 44.50	7902452
Raalten, J. van	Worden strenge winters voorafgegaan door een abnormaal cirkulatiepatroon in de herfst?	De Bilt	KNMI	1979	5	30 cm	N/A	Unknown	7918423
Raap, J. W.	Holland en de Hollanders	Den Haag	Hollandsche maatschappij van landbouw	1979	208	26 cm	N/A	f. 18	7911368
Raat, Jaap de	Kethel en Spaland in oude ansichten	Zaltbommel	Europese Bibliotheek	1978	Unknown	15 X 21 cm	N/A	f. 27.90	7903851
Raaijmakers, Jeroen G. W.	A general search theory for the retrieval of long-term memory	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Nijmegen	Katholieke Universiteit	1978	141	30 cm	N/A	Unknown	7908353
Raaijmakers, Jeroen Gilles Willibrord	Retrieval from long-term store : a general theory and mathematical models	[5.1.]	[s.n.]	1979	Unknown	Unknown	N/A	Unknown	7944017
Rabe, Erich	Hobbyboek radiobestuurde modelvliegtuigen	Deventer [etc.]	Kiuwer technische boeken	1979	Unknown	Unknown	9020111132	f. 29.50	7944192
Rabinowicz, Wlodzimierz	Universalizability : a study in morals and metaphysics	Dordrecht [etc.]	Reidel	1979	190	23 cm	9027710201	f. 45	7948388
Rabkin, Richard	Strategische psychotherapie : korte en symtomatische behandeling	Amsterdam	Bakker	1978	244	20 cm	9060195124	f. 29.50	7915143
Rabof1, Ernest	Marc Chagall	Haarlem	Gottmer ; Averbode	Unknown	34	29 cm	9025711960	f. 15.90	7951216
Raboff, Ernest	Pablo Picasso	Haarlem	Gottmer ; Averbode	Unknown	34	29 cm	9025711979	f. 15.90	7951215
Raboff, Ernest	Pierre-Auguste Renoir	Unknown	Unknown	Unknown	Unknown	Unknown	9025711987	f. 15.90	7951217
Unknown	Rabou, Toon — Verhalen zijn kristallen	Unknown	Unknown	Unknown	Unknown	Unknown	9031702714	f. 17.50	7912331
Unknown	Racheli, T. — New subspecies of Papilio and Graphium from the Solomon islands with observations on Graphium codrus (Lepidoptera, Papilionidae)	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7949495
Unknown	Racisme in kinder en schoolboeken : een rapport gebaseerd op documenten en discussies van de Eerste werkgroep over "Racisme en kinder- en schoolboeken" : Evangelische Akademie te Arnoldhain, West-Duitsland, 13-18 oktober 1978 : een studiegids	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 2	7929220
Unknown	Unknown	Radenkommunisme en zelfstandige strijd. — Amsterdam	Vlam	1979	Unknown	Unknown	N/A	f. 4	7918352
Unknown	Radiation biology and chemistry : proceedings of the Association for radiation research, Winter meeting, January 3-5, 1979	Unknown	Unknown	Unknown	Unknown	Unknown	0444418210	f. 160	7945222
Unknown	Radioimmunoassay of drugs and hormones in cardiovascular medicine proceedings of the International symposium on applications of radioimmunoassay to cardiovascular medicine and International theoretical and practical course on radioimmunoassay on drugs and hormones held in Gardone Riviera and Brescia, Italy, 29 May-1 June, 1979	Unknown	Unknown	Unknown	Unknown	Unknown	0444801766	f. 115	7956401
Unknown	Radiosensitizers of hypoxic ails	Unknown	Unknown	Unknown	Unknown	Unknown	0444801243	f. 90	7930233
Unknown	Radius, Simon — Wat moeten we nou met de school?	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 2.50	7937259
Unknown	Raes, Hugo — Hemel en dier	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 51	7920730
Unknown	Raes, Hugo — Verzamelde verhalen	Unknown	Unknown	Unknown	Unknown	Unknown	9023406818	f. 32.50	7932211
Raes, Hugo Verzamelde verhalen 7932910 Zie ook: Erotiek-Prikkeling	Pierre-Auguste Renoir	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7932910
Raetsen, M. J. E. H.	De internationale arbeidsorganisatie van 1919 tot 1979 : opmerkingen over toen en nu	Alphen aan den Rijn	Samsom	1979	64	23 cm	9014028547	f. 17.50	7925118
Raeymaeker, Omer de	België en de Israelisch-Arabische conflicten 1948-1978	Leuven	University press	1979	298	24 cm	N/A	Unknown	Unknown
Unknown	RAF : teksten	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 15	7907058
Unknown	Unknown	Amsterdam	Nederlandse vereniging de rijwiel-en automobielindustrie (RAI)	1979	Unknown	30 cm	N/A	Unknown	7949524
Raidt, Gerrit Jan	Levensgeschiedenis en bekeringsweg	Veenendaal	Kool	1978	Unknown	Unknown	N/A	f. 8.90	7912218
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Railverkeerslawaai	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Rainbow , The, serpent : a chromatic piece	The Hague [etc.]	Mouton Chicago	Unknown	Unknown	Unknown	9027976805	f. 69.45	7903450
Raison, Jacques	Index transnuméré du -linéaire A	331 p.	tabn. ; 24 cm.	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Rajneesh, Bhagwan Shree	Geen water, geen maan : toespraken naar aanleiding van tien verhalen uit het Zen-Boeddhisme	[Wassenaar]	Mirananda	1979	238	22 cm	9062715885	f. 27.50	7934473
Rajneesh, Bhagwan Shree	Meditatie : de kunst van innerlijke extase	Wassenaar	Mirananda	1979	223	21 cm	9062716040	f. 27.50	7951561
Rajneesh, Bhagwan Shree	Het mosterzaad : toespraken naar gezegden van Jezus uit het Thomas evangelie	Wassenaar	Mirananda	1978	300	21 cm	9062715753	f. 27.50	7903700
Rajneesh, Bhagwan Shree	Tantra het allerhoogste inzicht : gesprekken over Tilopa's lied van Mahamudra	Deventer	Ankh-Hermes	1978	253	23 cm	9020253999	f. 36	7909142
Rajneesh, Bhagwan Shree	Tantra, spiritualiteit en seks	104 p.	ill. ; 21 cm. Oorspr. titel	Unknown	Unknown	Unknown	9020254146	f. 16	7932185
Rajneesh, Bhagwan Shree	Zoeken naar de stier : de tien stieren van Zen	Deventer	Ankh-Hermes	1979	253	23 cm	9020254154	f. 36	7932186
Ralis, Antonin	Parapsychologie : brug tussen geloof en wetenschap	Amsterdam [etc.]	Meulenhoff	1978	181	22 cm	9022402592	f. 24.50	7905520
Rall, Reinhold	Eningen unter Achalm in alten Ansichten	Zaltbornmel	Europäische Bibliothek	1979	76	16 X 21 cm	N/A	f. 27.90	7923356
Ram, Th. J. J.	Psychologische astrologie systematische verklaring van den geboorte-horoskoop	Den Haag	Couvreur	1976	483	21 cm	N/A	f. 24.50	7929367
Ramaekers, Joseph Gerard Marie	The function of dynamic shear modulus and damping behaviour of skeletal material	Joseph Gerard Marie Ramaekers. [Leiden]	Brill	1979	64	24 cm	N/A	Unknown	7946224
Ramanujan, A. K.	Prayers to lord Marukan	zee	Clothey	7903	Unknown	Unknown	N/A	Unknown	7903905
Ramazani, R. K.	The Persian Gulf and the Strait of Hormuz	Alphen aan den Rijn	Sijthoff & Noordhoff	1979	180	25 cm	9028600698	f. 70	7932425
Unknown	Raming van de bedrijfsuitkomsten van de glastuinbouwen champignonbedrijven	7 p.	tabn. ; 29 cm.	Unknown	Unknown	Unknown	N/A	f. 4	7906172
Ramirez, N.	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Ramkema, C.	A model law for wave impacts on coastal structures : paper presented at the 16th International conference on coastal engineering, Hamburg, August 27-31, September 1-3, 1978	Delft	Waterloopkundig laboratorium	1978	20	30 cm	N/A	Unknown	7929061
Ramkema, Wim	250 cc wegraces	Alkmaar	Alk	1976	80	18 cm	9060136667	f. 6.50	7924013
Rammeloo, Johan	Vrachtwagenchauffeurs, vakbeweging en politiek : arbeidsvoorwaarden van de Nederlandse chauffeurs in het beroepsgoederenvervoer in de zeventiger jaren	Nijmegen	Katholieke Universiteit	1979	215	29 cm	N/A	f. 7.50	7935083
Ramondt, J. J.	Elites in gesprek : openbare les, uitgesproken bij de aanvaarding van het ambt van lector in de economische sociologie en de organisatiesociologie aan de subfaculteit de sociaalculturele wetenschappen van de Vrije Universiteit te Amsterdam, op 14 september 1979	Alphen aan den Rijn	Samsom	1979	Unknown	Unknown	N/A	Unknown	Unknown
Ramondt, Sophie	Mythen en sagen van de Griekse wereld	Haarlem	Fibula-Van Dishoeck	1979	342	21 cm	9022833186	f. 15.75	7912370
Ramondt, Sophie	Mythen en sagen van de griekse wereld	Haarlem	Fibula-Van Dishoeck	1979	342	21 cm	9022833186	f. 16.50	7957141
Ramondt, Sophie	De Romeinen	Haarlem	Fibula-Van Dishoeck	1979	Unknown	Unknown	9022832252	f. 8.90	7912373
Ramos, Senta	Boerenschilderkunst is niet zo moeilijk	Helmond	Helmond ; Antwerpen	Unknown	61	19 X 22 cm	902526672X	f. 9.90	7914044
Ramperti, M.	Overschie, Hillegersberg, Schiebroek in oude ansichten	Zaltbommel	Europese Bibliotheek	1979	160	15 X 21 cm	N/A	f. 20.25	7948431
Ramstedt, G. J.	A Korean grammar	Atlantic Highlands	Humanities Press ; Oosterhout	Unknown	199	23 cm	9062340792	f. 40	7950026
Randen, Goeman-van	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Rannou, Annick	Mooi gezond met een appel en een ei : 700 recepten met bloemen, fruit, groenten en andere natuurprodukten voor kosmetisch gebruik en voor een goede gezondheid	Baarn	Bosch & Keuning	1978	239	22 cm	9024642701	f. 24.50	7918375
Rao, M. M.	Stochastic processes and integration	Alphen aan den Rijn [etc.]	Sijthoff & Noordhoff	1979	456	25 cm	9028604383	f. 114.40	7952217
Unknown	Rap en Duf	Apeldoorn	Stenvert. 1.	Unknown	1979	21 cm	N/A	f. 3.80	7950103
Rap, Thomas	Doorzonwoning : moderne gedichten	Amsterdam	Bakker	1979	36	18 cm	9060195299	f. 12.50	7919073
Raphael, Frederic	Die prachtige jaren	Bussum	Agathon	1979	244	21 cm	9026950721	f. 24.50	7940327
Rapoport, Amnon	Response models for detection of change	Dordrecht [etc.]	Reidel	1979	200	23 cm	9027709343	f. 55	7956012
Rappard, Hans V.	Psychology as self-knowledge : the development of the concept of the mind in German rationalistic psychology and its relevance today	Assen	Van Gorcum	1979	195	24 cm	9023216296	f. 32.50	7908311
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	['s-Hertogenbosch]	[Provinciaal bestuur]	1979	54	30 cm	N/A	Unknown	7948529
Unknown	Unknown	Determinants of corporate borrowing	a reinterpretation 7819M	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Amsterdam	EIB. no. 10	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	1962197
Unknown	Unknown	Institute for town planning research. — Delft	Technische hogeschool Delft	1964	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	KASKI, Instituut voor sociaalwetenschappelijk onderzoek, studie en advies. — Den Haag	KASKI. no. 349 — R. G. Schollen — Kerk al doende	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Produktschap voor siergewassen. — 's-Gravenhage	Produktschap voor siergewassen. no. 108D — Verkooptest van Dahlia-planten voor huis en tuin no. 110D — Test met bloeiende bolgewassen t.b.v. droogverkoopmarkt. no. 112D — Landennota Zweden no. 113D — Het gebruik van bloemen en planten in de West-Duitse horecabedrijven.	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Proefstation voor de akkerbouw en de groenteteelt in de vollegrond. — Lelystad	Proefstation	1977	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Proefstation voor de rundveehouderij. — Lelystad	Proefstation voor de rundveehouderij. nr. 60 — J. W. Seinhorst — Calciumpoeders en melkziekte bij melkkoeien nr. 61 — L.. Roozeboom — Zaaidiepte en aandrukken bij herinzaai van grasland met Engels raaigras nr. 62 — L. Roozeboom — Chemische en mechanische kweekbestrijding in grasland nr. 63'— L. Roozeboom — Doorzaaien van grasland op veen en komklei nr. 64 — R. Kommer j — Veterinaire begeleiding op melkveebedrijven met drachtigheidsproblemen	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Rijksinstituut voor zuivering van afvalwater. — Lelystad	Rijksinstituut voor zuivering van afvalwater. nr. 78.012 — J. Hendriksma — De waterkwaliteit in het Zuiderdiep en de havenkanalen van Goedereede	1974	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Staatsbosbeheer. — Utrecht Staatsbosbeheer. 1978-15 — E. A. van Es — Verslag van de bezoeken aan de bosbouwmachinetentoonstellingen gehouden te Epinal (Frankrijk, 294-65) en München (Duitsland, 305-461978) 1978-17 — Overzicht van het plantmateriaal geplant door de Rijkswaterstaat vanaf het plantseizoen 19691970 nr. 78-18 — Ruilverkaveling Melderslo 1978-19 — Ad Littet — De oude vestingwerken in de provincie Utrecht 1978-20 — M. G. Wagenaar Hummelinck — Musea in Scandinavië 1978-21 — H. G. v. d. Weden — De natuurwetenschappelijke en landschappelijke waarden van de polder Groot Koninkrijk (G.K.) te 's-Gravendeel nr. 1979-2 — J. J. W. V. Bronsgeest — Winderosiebestrijding in Denemarken 1979-3 — H. J. van Delden — Openluchtrecreatie in de bos-en natuurgebieden van Noord-Engeland en Schotland nr. 1979-4 — Landschapsstruktuurplan	Winterswijk-Oost nr. 1979-6 — M. C. v. d. Berg — Advies landschapsbouw Midden-Delfland 1979-7 — Verslag van de bosbouw-cursus in Zwitserland van 25 september	Unknown	Unknown	Unknown	N/A	Unknown	1969197
Unknown	Unknown	Stichting Centrum St. Bavo, Visiecommissie. — Noordwijkerhout	Stichting Centrum St. Bavo. 3e rapport — Van probleem tot psychiatrie	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Stichting Laboratorium voor bloembollenonderzoek. — Lisse	Laboratorium voor bloembollenonderzoek. no. 41 — J. Boon jes — De plantdatum voor vroegste bloei van enkele variëteiten van Lilium Speciosum no. 42 — N. P. A. Groen — Verslag van onderzoek naar sortiment en planttijd van gladiolen in Finland	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Studiecentrum voor economisch en sociaal onderzoek. — Antwerpen	SESO. 7979 — K. Cool — Budgetsaldi en de anticyclische bijdrage van de budgettaire politiek in België 19531977 7980 — Marc Goormans — Concurrentie en alternatieve inkomsten in het eliminatieproces van kleine winkelbedrijven 7981 — Wilfried Part's — Decomposability	7982	Unknown	Unknown	N/A	Unknown	1953197
Unknown	Unknown	Delft University of Technology, department of aerospace engineering. — Delft	Technische Hogeschool. LR-263 — S. Srinivasan — Pertubation solutions for blast waves in a low density gas LR-264 — S. Srinivasan — Non-uniform propagation of cylindrical shocks and detonations LR-271 — H. F. de jong — Variatie van mechanische eigenschappen en scheurweerstand over de dikte van een plaat aluminium 7075 T651 LR-272 — P. C. Hensing — Flutteranalysis of a small windturbine	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	1977	31 cm	N/A	Unknown	7937083
Unknown	Rapport acupunctuur	Unknown	Unknown	Unknown	Unknown	Unknown	9012023831	f. 6.50	7916191
Unknown	Rapport betreffende de resultaten van het onderzoek naar de schoolkeuze in de wijk Beinum (gemeente Doesburg)	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7922129
Unknown	Rapport betreffende de weerberichtgeving voor de bouwnijverheid	J. J. Allan, A. P. A. Kleintjes en D. M. van der Woude. — 1979. — 29 p.	ill. ; 30 cm. (Verslagen	Unknown	Unknown	Unknown	N/A	Unknown	7905094
Unknown	Unknown	Rapport betreffende het samenwerkingsverband openbaar vervoer Zwolle en omstreken. — Zwolle Provinciaal bestuur, [1979]. — 30 p.	ill. ; 30 cm. f. 3.50 7923287	Unknown	Unknown	Unknown	N/A	f. 3.50	7923287
Unknown	Rapport betreffende ruilverkaveling van gronden in de gemeenten Tietjerksteradeel, Leeuwarden en Dantumadeel genaamd "Tietjerksteradeel„ (ca. 7350 ha)	J. J. Allan, A. P. A. Kleintjes en D. M. van der Woude. — 1979. — 29 p.	ill. ; 30 cm. (Verslagen	Unknown	Unknown	Unknown	N/A	Unknown	7933485
Unknown	Rapport inkomens-en vermogensbeheer van meerderjarigen : in het bijzonder in inrichtingen	J. J. Allan, A. P. A. Kleintjes en D. M. van der Woude. — 1979. — 29 p.	ill. ; 30 cm. (Verslagen	Unknown	Unknown	Unknown	N/A	f. 1.50	7935202
Unknown	Rapport inventarisatie ambachtsproblematiek uitgebracht aan de Staatssecretaris van economische zaken	J. J. Allan, A. P. A. Kleintjes en D. M. van der Woude. — 1979. — 29 p.	ill. ; 30 cm. (Verslagen	Unknown	Unknown	Unknown	9012026660	f. 29.50	7945350
Unknown	Unknown	Arnhem	Commissie van samenwerking op maatschappelijk terrein in Gelderland	1974	29	24 cm	N/A	Unknown	7922104
Unknown	Rapport inzake de tandheelkundige situatie in Nederland	Unknown	Unknown	Unknown	20	21 cm	N/A	f. 2.50	7913414
Unknown	Rapport inzake demografische ontwikkelingen en particuliere consumptie	['s-Gravenhage]	SER	1978	105	29 cm	N/A	Unknown	7905108
Unknown	Rapport inzake voorzieningen voor jeugd en jongeren in de gemeente Bergh	Arnhem	Stichting Gelderland	1977	35	29 cm	N/A	Unknown	7922130
Unknown	Rapport korporaties en bewoners over onderzoek experimentele woningbouw, een oriënterend onderzoek	's-Gravenhage	Ministerie van volkshuisvesting en ruimtelijke ordening	1978	62	30 cm	N/A	Unknown	7909560
Unknown	Rapport onderzoek migratiemotieven bedrijven 's-Gravenhage 1968-1974	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7929239
Unknown	Rapport over de telefonische hulpverlening naar aanleiding van de t.v.-uitzending Holocaust	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7950373
Unknown	Rapport over decentralisatie en overheidsbemoeienis met jeugdzaken : korte schets van de ontwikkelingen van het gemeentelijk jeugdbeleid	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7947320
Unknown	Rapport over het boezembeheer en de oeverproblematiek in Friesland	[Leeuwarden]	[Provinciaal bestuur]	1979	93	30 cm	N/A	Unknown	7930095
Unknown	Rapport van de beraadsgroep voor het muziekonderwijs in Noord-Holland	IJmuiden	Stichting culturele raad Noordholland	1975	23	30 cm	N/A	Unknown	7909553
Unknown	Unknown	Rapport van de bijzondere Kamercommissie van onderzoek naar kennis omtrent gedragingen van mr. W. Aantjes tijdens de Tweede Wereldoorlog	aangeboden aan de Tweede Kamer der Staten-Generaal.	Unknown	2	28 cm	901202644X	f. 60	7938250
Unknown	Rapport van de commissie economische deskundigen inzake arbeidstijdverkorting	's-Gravenhage	SER	1979	26	29 cm	N/A	f. 7.50	7931025
Unknown	Unknown	Rapport van de Commissie van drie	onderzoek naar de juistheid van verklaringen over betalingen door een Amerikaanse vliegtuigfabriek.	Unknown	240	28 cm	9012013585	f. 15	7945347
Unknown	Unknown	Rapport van de Commissie van Drie in de zaak Aantjes	aangeboden aan de Tweede Kamer der Staten-Generaal.	Unknown	6	28 cm	9012026342	f. 45	7938249
Unknown	Unknown	['s-Gravenhage]	[Nederlandse vereniging van automobielassuradeuren	1977	9	21 cm	N/A	Unknown	7910374
Unknown	Unknown	's-Gravenhage Hoofdbedrijfschap Detailhandel. 2	Werk in de winkel.	Unknown	39	30 cm	N/A	Unknown	7925502
Unknown	Rapport van de externe commissie van deskundigen inzake de informatiestromen en de reservevorming in de sociale verzekeringen	's-Gravenhage	SER	1979	Unknown	Unknown	N/A	Unknown	7942234
Unknown	Rapport van de Herhuisvestingscommissie inzake het woonoord Lunetten	['s-Hertogenbosch]	[Provinciale staten]	1979	31	30 cm	N/A	Unknown	7912395
Unknown	Rapport , Eerste, van de Landelijke commissie vroegtijdige onderkenning van ontwikkelingsstoornissen	's-Gravenhage	Staatsuitgeverij	1979	186	28 cm	9012026369	f. 22	7948056
Unknown	Rapport van de loontechnische dienst inzake de ontwikkeling en toepassing van beloningsmethoden en functiewaardering alsmede betreffende de toepassing van bepaalde management-technieken in Nederland	's-Gravenhage Loontèchnische dienst. Omslagtitel	Beloningsmethoden in Nederland. Over het jaar 1974.	Unknown	35	30 cm	N/A	Unknown	7937393
Unknown	Rapport van de Studiecommissie intensieve veehouderij	's-Gravenhage	Nederlandse vereniging tot bescherming van dieren. 7	Unknown	32	23 cm	N/A	f. 2.50	7950615
Unknown	Unknown	's-Hertogenbosch	[Provinciaal Bestuur]	1979	20	30 cm	N/A	Unknown	7947257
Unknown	Rapport van de territoriale werkgroep binnenlands bestuur	['s-Hertogenbosch]	[Provinciaal bestuur]	1979	37	30 cm	N/A	Unknown	7910493
Unknown	Rapport van de Werkgroep transmutatie actiniden	's-Gravenhage	Staatsuitgeverij	1978	14	28 cm	9012024110	f. 3.50	7910172
Unknown	Rapport van Pilatus aan keizer Tiberius	[Den Haag]	[Kingma]	1979	31	21 cm	N/A	f. 5.50	7913320
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Rapportage doeleinden-analyse zwakzinnigenzorg STAGG-BBI	Utrecht	BBI ; Amsterdam	Unknown	102	30 cm	N/A	f. 15	7935181
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Yerseke	Delta instituut. nr. 1978-13	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Delft	Technische Hogeschool. nr. 27	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Rara : groot puzzelboek	Ridderkerk	Sari. 65.	Unknown	64	24 cm	N/A	f. 2.95	7914088
Unknown	Rara : puzzelpocket : eenvoudige kruiswoordraadsels	Ridderkerk	Sari. 15.	Unknown	80	20 cm	N/A	f. 2.50	7917289
Unknown	Unknown	Bilthoven	Tanzania comité ; Driebergen	Unknown	27	22 cm	N/A	f. 0.50	7916488
Rasker, A. J.	Op de bres voor vrede en gerechtigheid : koëxistentie en dialoog als voorwaarde	Kampen	Kok	1978	131	21 cm	9024215412	f. 15.90	7918554
Rasker, Tiemen W.	Brood op het water	Groningen	Vuurbaak	1979	43	21 cm	9060154126	f. 8.75	7917060
Rasker, Tiemen W.	Vijfendertig verzen	Groningen	Vuurbaak	1979	Unknown	Unknown	9060153359	f. 7.90	7917059
Rasky, Frank	De poolreizigers	Frank Rasky ; [vert. uit het Engels door Stanneke Wagenaar]. [Amsterdam]	Amsterdam Boek	1978	285	21 cm	9031897361	f. 32.50	7908217
Unknown	Unknown	The Hague [etc.]	Mouton	1979	Unknown	Unknown	N/A	Unknown	Unknown
Rassart-Debergh, Marguerite	Romeinse en christelijke oudheden uit Egypte	Brussel	Koninklijke musea voor kunst en geschiedenis	1976	53	24 cm	N/A	Unknown	Unknown
Unknown	Raster	Amsterdam	Bezige Bij. 7.	Unknown	159	24 cm	9023413166	f. 21.50	7902157
Rath, Geert van	Karlijntje : het spel in en rond de poppenkast	Amsterdam	Duwaer	1977	48	21 cm	9029422688	f. 8.90	7947223
Unknown	Unknown	Rational concepts	English drawings.	Unknown	20	15 cm	N/A	Unknown	7924371
Unknown	Ratje : een jongen van de straat	Antwerpen; Amsterdam	De Nederlandsche Boekhandel	1979	115	21 cm	N/A	Unknown	Unknown
Ratsma, P.	Rotterdam getekend ; topografische tekeningen uit de atlas van het gemeentearchief	's-Gravenhage	Nijhoff	1979	128	24 X 26 cm	9024722616	f. 54.50	7956015
Ratsma, P.	Rotterdam-Zuid in oude ansichten	Zaltbommel	Europese Bibliotheek	1978	159	15 X 21 cm	N/A	f. 19.50	7905354
Ratsma, P.	Rotterdam-Zuid in oude ansichten	Zaltbommel	Europese Bibliotheek	1979	159	15 X 21 cm	N/A	f. 19.50	7922372
Ratsma, P.	Rotterdam-Zuid in oude ansichten	Zaltbommel	Europese bibliotheek	1979	160	16 X 21 cm	N/A	f. 20.25	7956053
Unknown	Rattenkruitverkoper , De, van de `Jaarlykse ommegank der leproozen' (een schilderij door Adriaen van Nieulant, 1633) wenst u in 1979, ook na koppermaandag nog, een leven en geweten zonder knagen	Utrecht	Salix Alba	1979	4	25 cm	N/A	f. 10	7914084
Rau, Hans	Zonne-energie	Deventer [etc.]	Kluwer	1979	Unknown	Unknown	9020110780	f. 34.50	7915204
Rau, Jaap A.	De Brugse randgemeenten in oude prentkaarten	Zaltbommel	Europese Bibliotheek	1978	116	15 X 21 cm	N/A	f. 27.90	7903848
Rauch, Irmengard	Linguistic method : essays in honor of Herbert Penzl	The Hague [etc.]	Mouton	1979	630	25 cm	9027977674	f. 130	7910088
Rautavuoma, Anna Outi Inkeri	The hydrogenation of carbon monoxide on cobalt catalysts	[S.l.]	[s.n.]	1979	157	24 cm	N/A	Unknown	7948519
Rauwerda, Jan Auke	Het maagstompcarcinoom	[S.l.]	[s.n.]	1979	104	24 cm	N/A	Unknown	7903623
Raveel, Roger	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 1750	7937061
Unknown	Raveel, Roger — Roger Raveel	Gent	Vereniging voor het Museum van hedendaagse kunst	1979	2	78 cm	N/A	f. 1400	7919385
