Author	Title	City	Publisher	Year	Pages	Size	ISBN	Price	Product number
Unknown	Archeologische kroniek van Noord-Brabant. — Eindhoven : Stichting Brabants Heem.1974-1976	Hoorn	Westfriesland	1979	160	18 cm	9070197049	f. 12.50	7918163
Unknown	Archeologische kroniek van Noord-Holland	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7944349
Unknown	Archeologische kroniek van Zuid-Holland	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7944350
Unknown	Unknown	Archeologische monumenten in Nederland. — Bussum	Fibula-Van Dishoeck ; Amersfoort	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Archer, Jeffrey — Het Kennedy-complot	Unknown	Unknown	Unknown	Unknown	Unknown	9027493332	f. 22.50	7905189
Unknown	Unknown	Archief	orgaan van oudheidkundige vereniging `De Graafschap'	Unknown	Unknown	Unknown	N/A	Unknown	7925267
Unknown	Archief van de Koninklijke paleizen	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Archieven , De, van Willemstad. — Willemstad Gemeente Willemstad. Dl. 1: Het oud archief van de gemeente, 1558-1810	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7902231
Unknown	Architecten van Buenos Aires	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7917007
Unknown	Architectura : Nederlandse architectuur 1893-1918	Unknown	Unknown	Unknown	Unknown	Unknown	906012300X	f. 15	7918303
Unknown	Unknown	Archives internationales d'histoire des idées = International archives of the history of ideas. — The Hague	Nijhoff.92 — Ferdinando Galiani — La bagarre93 — Ellen McNiven Hine — A critical study of Condillac's Traité des systèmes	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Archives positivistes. — Paris ; La Haye	Mouton.Auguste Comte — Correspondance générale et confessions	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Ardley, Neil — Vogels herkennen	Unknown	Unknown	Unknown	Unknown	Unknown	9027464111	f. 9.75	7910243
Unknown	Ardley, Neil — Vogels	Unknown	Unknown	Unknown	Unknown	Unknown	9031702005	f. 14.90	7923326
Unknown	Arendonk, René Jacobus Fransiscus Maria van — De invloed van amines en zuurstof op de fotocyclisering van 1, 4-diarylbutenynen	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7927299
Unknown	Arends, W. — Duitse volkskundige tijdschriften (1842-1960)	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Arens, Jenneke — Jhagrapur : poor peasants and women in a village in Bangladesh	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 10	9000051
Unknown	Unknown	Argenteuil symposium. — Amsterdam [etc.]	Elsevier/ North-Holland. 0-444-80120-0 no. 4 — Brain peptides	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Argentina '78	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 46.80	7916095
Unknown	Argentinië informatie : Argentina '78	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 1	7939012
Unknown	Unknown	Argentinië 1978	verdwijningen	Unknown	Unknown	Unknown	N/A	f. 1	7914365
Unknown	Argyle, Michael — Mensen onder elkaar : het gedrag in de omgang	Unknown	Unknown	Unknown	Unknown	Unknown	9021507579	f. 24.50	7947113
Unknown	Ariëns, E. J. — Geneesmiddelen werkzaam op de luchtwegen	Unknown	Unknown	Unknown	Unknown	Unknown	906016752X	f. 9.75	7925115
Unknown	Ariëns, E. J. — Geneesmiddelen werkzaam op het spijsverteringskanaal	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 13	7925116
Unknown	Arlon, Frank Martinus — Nobele wilden : roman	Unknown	Unknown	Unknown	Unknown	Unknown	9023406826	f. 34.50	7951198
Unknown	Anistote : Traductions et etudes : collection	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Aristoteles — Aristoteles latinus	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7917027
Unknown	Arita, Yutaka — A survey of the Japanese species ofAnthophila Haworth and Eutromula Froelich andtheir early stages (Lepidoptera, Choreutidae)	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7919527
Unknown	Unknown	Arjosbulletins buitenlandse politiek. — Den Haag	ARjongerenorganisatie Arjos. nr. 3 — Over onderontwikkeling	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Arlt, H. G.	De ontwikkeling van het kind in de eerste 10 levensjaren : ziekten bij zuigelingen en kinderen	Helmond	Helmond ; Brugge	Unknown	189	21 cm	9025267351	f. 24.50	7902344
Armando (ps. van Herman Dirk van Dodeweerd)	Het gevecht : een gedicht	Amsterdam	Boelen	1976	64	21 cm	9062250084	f. 26	7925429
Armando (ps. van Herman Dirk van Dodeweerd)	DeSS-ers : Nederlandse vrijwilligers in de tweede wereldoorlog	Amsterdam	Bezige Bij	1978	474	20 cm	9023452593	f. 39.50	7902162
Unknown	Armando	Eindhoven	Van Abbemuseum	1979	34	27 cm	N/A	f. 15	7924199
Unknown	Armen nemen het woord : Latijns-Amerikanen over onrecht, bevrijding en geloof	Antwerpen ; Amsterdam	De Nederlandsche Boekhandel ; 's-Gravenhage	Unknown	191	21 cm	N/A	Unknown	Unknown
Armonio Marso, Giovanni [De rebus italicis deque eiustriumpho]	Iohannis Harmonii Marsi de rebus italicis deque triumpho Ludovici XII regis francorumtragoedia	Unknown	Unknown	Unknown	76	24 cm	N/A	Unknown	Unknown
Armstrong, P. H.	Bergen	Helmond	Helmond ; Kampen	Unknown	51	18 cm	9025222331	f. 4.95	7903313
Armstrong, P. M.	Bergen	Helmond	Helmond ; Kampen	Unknown	51	18 cm	9025222331	f. 4.95	7918520
Arnhem, Roger	Deltas vogels van Europa	Aartselaar	Zuidnederlandse Uitgeverij	1977	Unknown	Unknown	9024315883	f. 39.50	7923551
Arnold, Elliot	Hellend vlak	Ridderkerk	Gradivus	1978	301	21 cm	9063176910	f. 18.90	7918059
Arnold, G. W.	Ethology of free-ranging domesticanimals	Amsterdam [etc.]	Elsevier	1978	Unknown	Unknown	0444417001	f. 105	7910354
Arnold, Neil	Geef je ogen de kost : bekijk en behoud de natuur om je heen	Amsterdam [etc.]	Kosmos	1979	64	27 cm	9021507528	f. 19.90	7947001
Arnoldus, Ans	Tillie en Tiffie	Ans Arnoldus; tek. van Carol Voges		Unknown	48	21 cm	9060562399	f. 3.25	7917121
Arnoldus, Henri	Klik en Klak serie	Huizen	Goede Boek. 1	Unknown	1979	21 cm	9024004659	f. 3.95	7927232
Arnoldus, Henri	Oki en Doki-serie	Harderwijk	Eekhoorn. 1	Unknown	1978	21 cm	9060561317	f. 3.25	7908079
Arnoldus, Henri	Pietje Puk	Harderwijk	Eekhoorn. 1	Unknown	64	25 cm	9060560914	f. 4.25	7937215
Arnoldus, Henri	Pim en Pidoe-serie	Harderwijk	Eekhoorn. 3	Unknown	1978	21 cm	9060561589	f. 3.25	7914183
Arnoldus, Henri	Pitje Puck	Hannover	Weichert. Oospr. titel	Unknown	Unknown	Unknown	3483011196	Unknown	7941456
Arnoldus, Henri	Tup en Joep-serie	Harderwijk	Eekhoorn. 1	Unknown	39	21 cm	906056121X	f. 3.25	7932219
Arnoldus, Henri	Rumoer in het oerwoud	104 p.	ill. ; 21 cm. (Eekhoornjuniorreeks)ISBN 90-6056-266-6 geb.	Unknown	Unknown	Unknown	9060562666	f. 5.70	7941193
Arntzen, Jaap	Duality, segmentation and dynamicson a regional labour market	Amsterdam	Vrije	Unknown	28	30 cm	N/A	Unknown	7941383
Unknown	AROB-aspecten : Jonge Balie congres 1978 : congresbundel	Unknown	Unknown	Unknown	Unknown	Unknown	9027115192	f. 19.50	7903475
Aron, R.	Leopold III of De onmogelijke keuze februari 1934-juli 1940	Nijmegen	Gottmer ; Brugge	Unknown	442	25 cm	9026434588	f. 47.18	7903434
Unknown	ARP , De, Enschede : flitsen uit haar bijna honderdjarige historie	Enschede	[s.n.]	1979	96	21 cm	N/A	f. 12	7927064
Unknown	Unknown	Amsterdam	Panholzer. 1976.	Unknown	262	30 cm	9070089580	f. 17.50	7941323
Unknown	Unknown	Arresten strafrecht en strafprocesrecht	supplement 1979-1980	Unknown	96	22 cm	9027116148	f. 8.50	7951344
Arrowsmith, Joseph	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7902397
Unknown	Ars notariatus	Deventer	Kluwer. 17	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Arsan, Enunanuelle	Einmanuelle van top tot teen	Amsterdam	Arbeiderspers	1979	226	21 cm	9029501030	f. 23.50	7946145
Unknown	Art , De, Nouveau verzameling uit het Museum voor sierkunst te Gent : van 21 september tot 27 oktober 1979, Provinciaal Begijnhof, Hasselt	Gent	Museum voor sierkunst	1979	60	25 x 25 cm	N/A	Unknown	7948271
Unknown	Art of the October revolution	[Bentveld]	Landshoff	1979	242	32 cm	N/A	f. 64	7920314
Art, Jan	Kerkelijke structuur en pastorale werking in het Bisdom Gent tussen 1830 en 1914	Jan Art. Kortrijk-Heule	UGA	1977	423	25 cm	N/A	Unknown	Unknown
Unknown	Unknown	Brussel	Koninklijke musea voor kunst en geschiedenis. Acces du Colloque international 1'Art Brabancon aumilieu du XVIe siècle et les tapisseries du chateau du Wawel à Cracovie 6	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Arthur en zijn tafelronde	Den Haag	Nijhoff ; [Culemborg]	Unknown	128	21 x 21 cm	9024721806	f. 22.50	7931618
Unknown	Artificial intelligence and pattern recognition in computer aided design : proceedings of the IFIP Working Conference organized by Working Group 5.2, Computer aided design Grenoble, France, March 17-19, 1978	Amsterdam [etc.]	North-Holland	1978	510	23 cm	0444852298	f. 135	7941239
Unknown	Arts en gegevensverwerking	Unknown	Unknown	Unknown	65	30 cm	N/A	f. 25	7943037
Arts, N. F. Th.	Verloren eenheid : rede, uitgesproken bij de aanvaarding van het ambt van gewoon hoogleraar in de verloskunde en vrouwenziekten aan de faculteit der geneeskunde van de Vrije Universiteit te Amsterdam op 16 maart 1979	Amsterdam	Vrije Universiteit	1979	15	21 cm	N/A	Unknown	7919328
Unknown	Unknown	Arturistiek in artikelen	een bundel fotomechanische herdrukte studies over Middelnederlandse	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Utrecht	Hes	Unknown	382	22 cm	9061940133	f. 46.80	7915470
Unknown	Unknown	Artzien	a monthly review of art in Amsterdam.	Unknown	1978	22cm	N/A	f. 1.50	7916511
Unknown	Aruba en onafhankelijkheid achtergronden, modaliteiten en mogelijkheden : een rapport in eerste aanleg	Den Haag	Institute of social studies	1978	143	24 cm	N/A	f. 17	7949475
Arundel, Honor	Woorden waar je niks voor koopt	Den Haag	Leopold	1979	128	20 cm	9025830072	f. 15.90	7948068
Arx, J. A. von	On Thielavia and some similar generaof Ascomycetes	Baarn	Centraalbureau voor schimmelcultures	1975	29	25 cm	N/A	f. 10	7944135
Arx, J. A. von	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Ascomycetes with keys to families and genera	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Baarn	Centraalbureau voor schimmelcultures	1975	159	25 cm	N/A	f. 30	7944136
Arx, Walter von	Het sacrament van de ziekenverzalving	Haarlem	Gottmer	1979	63	18 cm	9025711006	f. 5	7915297
As, De : anarcho-socialisties tijdschrift.	Groningen: Pamflet ; Rotterdam: Ram. Verschijnt 6x per jaar. 36 : Europa. - 1978. - 32 p. : ill. ; 21 cm. f. 2.50 7911225 37 : Anarchisme en wetenschap	28 p. ill. ; 21 cm.Lit. opg.f. 2.50 7931636 38	Bedrog	Unknown	Unknown	Unknown	N/A	f. 2.50	7911225
Unknown	Unknown	Rijswijk	Delfia	1979	159	24 cm	9064490015	f. 27.90	7957106
Ashcraft, Norman	Mens en territorium : de vorming en afbraak van intermenselijke grenzen	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Utrecht [etc.]	Bruna	1979	154	22 cm	9022974650	f. 19.90	7927107
Unknown	Ashtavakra Samhita	Deventer	Ankh-Hermes	1979	147	18 cm	9020245147	f. 19	7951034
Ashton, M. L.	Bevrijd van spanning	Amsterdam	Stichting Moria	1979	71	20 cm	907000559x	f. 7.50	7933380
Unknown	Unknown	Honolulu	University Pressof Hawaii. no. 21	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Amsterdam [etc.]	Elsevier	1979	255	18 cm	9010025128	f. 9.90	7937371
Asimov, I.	Tussen twee voetstappen	Katwi'k	Servire	1979	Unknown	Unknown	9060775902	f. 12.90	7915226
Asimov, Isaac	Dwergsterren : vijftig zeer korte SFverhalen	Utrecht [etc.]	Bruna	1979	240	18 cm	9022991008	f. 8.50	7934234
Asimov, Isaac	De stalen holen	Amsterdam	Meulenhoff	1979	224	18 cm	9029008644	f. 10.50	7925045
Askenasy, Hans	Zijn we allen nazi's? : veranderen normale burgers in gewetenloze sadisten wanneer ze daartoe bevel krijgen??	Rijswijk	Elmar	1979	155	22 cm	9061201578	f. 19.90	7952005
Unknown	Aspecten rondom "familie"donatie bij niertransplantatie : verslag van het symposium, gehouden op 25 november 1978 te Utrecht	(Amsterdam]	Nier Stichting Nederland ; Alphen aan den Rijn	Unknown	68	22 cm	9060163591	f. 25	7932348
Unknown	Aspecten van curriculumontwikkeling	(Amsterdam]	Nier Stichting Nederland ; Alphen aan den Rijn	Unknown	68	22 cm	9001572316	f. 39	7949288
Unknown	Aspecten van de internationale energieproblematiek, Dokumentatiemap bij de cursus	(Amsterdam]	Nier Stichting Nederland ; Alphen aan den Rijn	Unknown	68	22 cm	N/A	Unknown	7910382
Unknown	Aspecten van de W.W.	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7928241
Unknown	Aspecten van het overheidsbestuur	Unknown	Unknown	Unknown	Unknown	Unknown	9060404823	f. 41.50	7942396
Unknown	Aspecten van taalverandering : een verzameling inleidende artikelen	Unknown	Unknown	Unknown	Unknown	Unknown	9001475604	f. 29.50	7903482
Unknown	Aspecten van technologische vernieuwingen in de computer, service en software industrie : KMC voorlichtingsconferentie 28 september 1978: in het kader van de 50 jaar KMC activiteiten	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7918110
Unknown	Aspecten van wegenonderhoud : voordrachten gehouden tijdens het symposium op 22 september 1977 te Delft = Aspects of road maintenance : paperspresented at the symposium held on 22nd September1977 at Delft	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7911420
Unknown	Aspects de la vie : oefenstof Frans voor de middenklassen	Unknown	Unknown	Unknown	Unknown	Unknown	9028007431	f. 13.50	7946098
Unknown	Aspects de la vie : handleiding voor de docent	Unknown	Unknown	Unknown	Unknown	Unknown	9028008071	f. 6.90	7946097
Unknown	Aspects of Altaic civilization. — Bloomington : Asian studies research institute. II: Proceedings of the XVIII PIAC, Bloomington,June 29-July 5, 1975	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7915325
Unknown	Aspects of Apuleius' golden ass	Unknown	Unknown	Unknown	Unknown	Unknown	9060880617	f. 70	7903374
Unknown	Unknown	Aspects of economic history	the Low Countries. — Assen [etc.]	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Aspects of slow and persistent virus infectionsproceedings of the European workshop sponsored bythe commission of the European Communities on theadvice of the Committee on medical and public healthresearch, held in London (U.K.), April 5-6, 1979	Unknown	Unknown	Unknown	Unknown	Unknown	9027722810	f. 80	7956009
Unknown	Aspekten van de Nederlandse landbouw	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7914407
Unknown	Unknown	Aspekten van het ondernemen. — Den Haag	Stichting Contactcentrum bedrijfsleven-onderwijs. Wie is die ondernemer?	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Aspekten : maatschappijleer. — Meppel : Ten Brink. 2 I Chris Diepstraten, Jaap Proemstra, Dick Visser [et al. ; red. Jaap Proemstra, Dick Visser ; foto's Jan van Enckevort et al.]. — le dr., Ie opl. — Cop. 1979. — 147 p. : ill. ; 21 X 21 cm. ISBN 90-248-2195-9 : f. 18.50 7971087 Docentenhandleidingen 1	Unknown	Unknown	Unknown	Unknown	Unknown	9024821959	f. 30	7971087
Unknown	Asselbergs, Fredericus Alphonsus Maria — Protein synthesis on heterologous messenger RNA in Xenopusoocytes	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7950306
Unknown	Asselt, H. van — Ken uw Duitse herdershond	Unknown	Unknown	Unknown	Unknown	Unknown	9010018210	f. 15.50	7950418
Unknown	Assem, D. v. d. — Determination of the thermal conductivity of carbon fibre reinforced plastic sheet material	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7924330
Unknown	Assem, D. van den — Thermal conductance measurement of honeycomb sandwich panels with carbon fibre reinforced plastic face sheets	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7925474
Unknown	Assem, J. van den — 50 kilometerpaaltjes : de CHJO ziet Abraham	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7911326
Unknown	Assen, Albert van — Organisatie-ontwerp en de speelruimte voor werkoverleg en werkstrukturering	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7923442
Unknown	Assen, Albert van — Werkbeleving en werkstructurering	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7948238
Unknown	Assen, K. van — Kwantitatieve analyses bij de zelfkonfrontatiemethode: meetnivo en mogelijkebewerkingen	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7935366
Unknown	Assepoester	Unknown	Unknown	Unknown	Unknown	Unknown	9026906242	f. 8.25	7916146
Unknown	Asser, Carel — Verbintenissenrecht. — Zwolle : TjeenkWillink. II : Algemene leer der overeenkomsten — 5e dr.	Unknown	Unknown	Unknown	Unknown	Unknown	9027115125	f. 39.50	7913051
Unknown	Unknown	Asser-serie	Mr. C. Asser's handleiding tot de beoefening van het Nederlands burgelijk recht. — Zwolle	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Assortiment	Unknown	Unknown	Unknown	Unknown	Unknown	9011711548	f. 9.70	7934109
Unknown	Ast, K. J. van — Economische aspecten van de teelt van groentegewassen op akkerbouwbedrijven : resultaten van studiebedrijven : begrotingen voor bedrijven in Noordwest-Brabant	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7905298
Unknown	Unknown	Astra	hoogtepunten uit de klassieke literatuur in een moderne vertaling. — Antwerpen ; Amsterdam	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Astrofysica	docentenhandleiding I J. van der Rijst	Unknown	Unknown	Unknown	9001893627	f. 15	7946166
Unknown	Astrofysica	Unknown	Unknown	Unknown	Unknown	Unknown	9001893562	f. 10	7924170
Unknown	Unknown	Astrologische , De, duiding. — Amsterdam	Schors. dl. 1 — Karen M. Hamaker-Zondag — Elementen en kruizen als basis van de horoscoop	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Astrophysics and space science library : a series ofbooks on the recent developments on space science and of general geophysics and astrophysics	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Asturias, Miguel Angel — Mulata : roman	Unknown	Unknown	Unknown	Unknown	Unknown	9029009780	f. 32.50	7911238
Unknown	Asveld, P. R. J. — On controlled iterated GSM mappings and related operations	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7949512
Unknown	Asveld, P. R. J. — Space-bounded complexity classes and iterated deterministic substitution	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7930369
Unknown	Atema, A. — Stiens in oude ansichten	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 28.90	7951155
Unknown	Athanasiana syriaca. — Louvain : Secrétariat ducorpusSCO.Pt. IV : Expositio in psalmos : 1. abreviated version 2. longer version	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Athenaeum paperbacks. — Amsterdam	Athenaeum-Polak & Van Gennep. Literair lustrum	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Athenaeum, Polak en Van Gennep	Loeb. J. Kamerbeek — De poëzie van J. C. Bloem in Europees perspectief Wam de Moor — Koolhaas onder de mensen A. L. Sötemann — Vier opstellen over J. C. Bloem	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Atlas of photomicrographs of the surface structures of lunar regolith particles = Atlas mikrofotografijpoverchnosti tsjastits loennogo regolita	Unknown	Unknown	Unknown	Unknown	Unknown	9027708770	f. 80	7917047
Unknown	Atlas 80	Zeist	Dijkstra	1979	31	Unknown	902623502X	f. 7.80	7923400
Unknown	Atlas van de Nederlandse democratie	The Hague	Nijgh &Van Ditmar	1979	68	28 cm	9023610415	f. 22.50	7925181
Unknown	Atoomenergie? Nee bedankt	Amsterdam	VMD	Unknown	64	21 cm	N/A	Unknown	7942015
Attekum, Paulus Maria Theodorus Mattheus van	Xray photoelectron spectroscopy : a study of plasmons, alloys and gold compounds	[S.1.]	[s.n.]	1979	127	24 cm	N/A	Unknown	7927296
Attersee, Georg van	De geheime wegen van de liefde : volledige liefdesroman	Tilburg	Vrijbuiter ; Strombeek-Bever	Unknown	49	28 cm	N/A	f. 1.25	7902383
Unknown	Unknown	Piou-piou	création Gensy / Attilio & Karen ; [trad. de l'italien par André Guillaume].	Unknown	24	20 x 20 cm	2800104449	f. 4.75	7917242
Attoli, Luciana	De jacht op het grote geld	Amsterdam	Meulenhoff	1979	169	19 cm	9029008393	f. 9.50	7935340
Atwater, James D.	Tijdbom	Amsterdam	Meulenhoff	1979	262	19 cm	9029006986	f. 12.50	7923028
Atwood, Margaret	Boven water	Amsterdam	Bakker	1979	234	20 cm	9060195922	f. 24.50	7946075
Unknown	Au pays des flamants roses	Zutphen	Thieme	1979	78	17 cm	9003265305	f. 5.20	7921067
Aubry, Alfred	Solanum	[Si.]	Finvara	1977	12	6 x 10 cm	N/A	Unknown	7944219
Aubry, Cécile	De berghut	Aartselaar	Zuidnederlandse Uitgeverij Harderwijk	Unknown	Unknown	Unknown	9024318114	f. 7.50	7925485
Aubry, Cécile	De blauwe halsketting	Aartselaar	Zuidnederlandse Uitgeverij Harderwijk	Unknown	126	20 cm	9024318122	f. 7.50	7925488
Aubry, Cécile	Het geheime dokument	Aartselaar Zuidnederlandse Uitgeverij ; Harderwijk	Centrale Uitgeverij	1978	126	20 cm	9024318106	f. 7.50	7925486
Aubry, Cécile	De ontmoeting	Aartselaar	Zuidnederlandse Uitgeverij ; Harderwijk	Unknown	126	20 cm	9024318130	f. 7.50	7925487
Aubry, Cécile	Poly in Portugal	Aartselaar	Zuidnederlandse Uitgeverij ; Harderwijk	Unknown	125	20 cm	9024318084	f. 7.50	7923574
Aubry, Cécile	Poly in Venetië	Aartselaar	Zuidnederlandse Uitgeverij ; Harderwijk	Unknown	125	20 cm	9024318092	f. 7.50	7923577
Aubry, Cécile	Poly	Aartselaar	Zuidnederlandse Uitgeverij ; Harderwijk	Unknown	126	20 cm	9024318068	f. 7.50	7923575
Aubry, Cécile	Poly's avontuurlijke reis	Aartselaar	Zuidnederlandse UitgeverijHarderwijk	Unknown	125	20 cm	9024318076	f. 7.50	7923576
Auelères, Dominique	Louise van Toscane aartshertogin en minnares	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
-Amsterdam : Boekprodukties, cop. 1979.	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 39.50	7952387
Auerbach, Richard	Antennes voor de zendamateur	Deventer [etc.]	Kluwer technische boeken	1979	260	22 cm	9020110799	f. 18.75	7935150
Unknown	Auf Deutsch gesagt : een audio-intuitieve leermethode voor het voortgezet onderwijs	Edinburgh	Oliver & Boyd. 1	Unknown	Unknown	Unknown	9003309302	f. 2.90	7924062
Unknown	Aufschäumende Gedichte : die schärfste Ladung Lyrik der letzten und der kommenden Jahre	Amsterdam	Azid-Presse	1979	154	19 cm	N/A	Unknown	Unknown
Augenbroe, G. L. M.	Finite elements in building physics	Delft	Delft university of technology	1978	107	30 cm	N/A	Unknown	7911001
Augustin, Elisabeth	Moord en doodslag in Wolhynië	Maasbree	Zelen	1978	130	20 cm	9062805426	f. 18.90	7930309
Augustin, Elizabeth	The Elisabeth Augustin reader	Krimpen aan den IJssel	Proza press	1978	81	21 cm	9062865615	f. 17.50	7910106
Unknown	Unknown	De belijdenissen	om dagelijks uit te lezen / Augustinus ; verkort en bew. [uit het Latijn] door Sipke van der Land.	Unknown	70	22 cm	9024206227	f. 10.50	7934309
Unknown	Aujourd'hui en France	Zutphen	Thieme. 5 havo/vwo.	Unknown	64	21 cm	9003269203	f. 5.70	7950153
Auld, William	Pri lingvo kaj aliaj artoj	Antverpeno	Laguna	1978	216	21 cm	N/A	Unknown	Unknown
Unknown	Unknown	Brussel	Aurelia. 22	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Brussel	Aurelia. nr. 8	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Brussel	Aurelia. 4	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Brussel	Aurelia. Walter Rosseel	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Auster, Richard D.	The state as a firm : economic forces in political development	Boston ; The Hague [etc.]	Ni] hoff	1979	178	24 cm	0898380006	f. 32.90	7942279
Unknown	Unknown	Brugge	Orion. Geld en geweld	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Authentication in the visual arts : a multi-disciplinarysymposium, Amsterdam, 12th March 1977	Amsterdam	B.M.Israël	1979	146	25 cm	9060780795	f. 62.50	7956282
Unknown	Unknown	's-Gravenhage	Staatsuitgeverij. Titel op achterblad	Unknown	28	30 cm	N/A	f. 8.50	7928478
Unknown	Unknown	Alphen aan den Rijn [etc.]	Samsom.Clement L. McGowan	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Automatisering bij banken en girodiensten in Nederland	Amsterdam	Studiecentrum NOVI	1978	59	30 cm	9062980287	Unknown	7949063
Unknown	Automatisering met betrekking tot personeel, personeelsadministratie en personeelsbeleid	Amsterdam	Studiecentrum NOVI	1978	698	30 cm	9062980295	f. 18.35	7949064
Unknown	Autosport jaarboek	Den Haag	KNAC. 1976.	Unknown	176	21 cm	N/A	f. 6.50	7935398
Unknown	Autotest : Benelux-uitgave	536 p.	ill. ; 30 cm.ISBN 90-70179-03-2	Unknown	Unknown	Unknown	9070179032	f. 19.75	7919018
Auwera, Fernand (ps. van Fernand Leon Henri van der Auwera)	Ik wou dat ik een marathonloper was	Antwerpen ; Amsterdam	Standaard	1978	122	20 cm	9002139381	f. 19.90	7905358
Unknown	Avant-garde en traditie in het moderne toneel	Muiderberg	Coutinho	1978	140	22 cm	9062835260	f. 17.50	7910181
Unknown	Unknown	Marcinelle-Charleroi [etc.] ; Sittard	Dupuis.7	Unknown	46	30 cm	2800105674	f. 10	7917259
Unknown	Unknown	Zaltbommel	Europese Bibliotheek	1979	158	15 x 21 cm	N/A	f. 26.50	7948422
Avermaete, Roger	Willy Kreitz	Bruxelles	Fonds Mercator	1979	88	31 cm	2800502178	f. 120	7920007
Unknown	Unknown	Rotterdam	Wyt.nr. 1	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
