Author	Title	City	Publisher	Year	Pages	Size	ISBN	Price	Product number
Moolenaar, J. J. A.	Loonbelasting en automatisering	179 blz	m	Unknown	179	24 x 16	9020004077	fl. 60	7510265
Moonen, J., [en] Fr. Snoeys	Meten, vormleer en meetkunde	(België)	Plantijn	1975	364	22 x 17	N/A	Unknown	7514489
Unknown	Moonen,  -Natuurlijke getallen, bewerkingen en hun didactische aanpak	295 blz	m	1975	295	22 x 17	N/A	Unknown	7510967
Mooney, Richard	Kolonie aarde	[Vert	uit het Engels door Hans van Kampen]	1975	211	22 x 15	9022401774	fl. 16.90	7513248
Moons, K. H., en F. Pont	Rekenmethode	(België)	Plantyn	1975	180	21 x 15	N/A	Unknown	7506889
Moons, M., [en] A. de Coster	Wiskundetoetsen	(België)	Plantyn	1975	98	15 x 22	N/A	Unknown	7512328
Moor, Bob de	Barelli	Helmond	U	1975	32	28 x 21	N/A	fl. 3.25	7505690
Moor, Gaby De, [en] Frans Vuga	Zeeklassen zonder zorgen	Deurne	Antw	1975	72	22 x 17	N/A	Unknown	7503104
Moor, Piet De	Reus en Neus in het circus	Averbode (België)	Altiora	Unknown	46	Unknown	N/A	Unknown	7507977
Moor, W. de	De psychotherapeutische interventie	Deventer	Van Loghum Slaterus	1975	208	21 x 14	N/A	fl. 24.50	7511574
Moor, W. de	Easy topics	(België)	De Nederlandsche Boekhandel	1975	136	21 x 13	9028997810	Unknown	7506832
Moor, W. de	Individuele psychotherapie	Leuven (België)	Uitgeverij Acco	1973	46	21 x 13	N/A	fl. 7.50	7504613
Moor-Ringnalda, A. M. de	Uitzicht op morgen	Kampen	J	Unknown	415	22 x 15	9024253519	fl. 22.50	7508323
Moor-Ringnalda, A. M. de	Boote en Jacoba	Kampen	J	Unknown	216	21 x 13	9024292980	fl. 5.95	7508326
Unknown	Moord op de fiesta	[Naarden	Williams Nederland (postbus 5028)	Unknown	66	17 x 12	N/A	fl. 0.90	7512289
Unknown	Moordenaars in olieverf	[Naarden	Williams Nederland (postbus 5028)	Unknown	66	17 x 12	N/A	fl. 0.90	7515081
Moore, Desmond F.	The friction of pneumatic tyres	Amst	Elsevier Publ	1975	220	25 x 17	N/A	fl. 70.20	7507288
Moore, James, en Alan Turvey	Snel en goed leren zeilen	Baarn	Hol -landia	Unknown	112	15 x 22	N/A	fl. 15.90	7502265
Moors, Hein Gustaaf	Child spacing and family size in the Netherlands	Leiden	H	1974	193	23 x 15	9020704907	fl. 31.20	7502516
Moors, J. J. A., [en] J. Muilwijk	Steekproeven	Amst	Agon Elsevier	1975	226	22 x 15	N/A	fl. 38.50	Unknown
Moorselaar, Corinne van	Het groot lees- doe- en bewaarboek	Haarlem	J	Unknown	184	30 x 22	9025704336	fl. 19.50	7512241
Unknown	Moost, The, excellent treatise of the thre kynges of Coleyne	Amst	Theatrum Orbis Terrarum	1974	92	21 x 16	9022106489	fl. 18	7514917
Mooy, A. L. A.	Frans in het dagelijks leven	Met uitvoerige woordenlijsten van bedrijven	winkels, beroepen, instellingen, gebruiksvoorwerpen enz	1974	123	20 x 14	N/A	fl. 9.50	Unknown
Mooy, A. L. A., [et] F. C. Rotthier	Lecons de littérature francaise	Zutphen	W	1975	182	23 x 15	N/A	fl. 14.75	Unknown
Mooij, W.	Het belang van de politionele vordering voor de verkeersveiligheid	Deventer	Van Loghum Slaterus	1975	176	24 x 16	N/A	fl. 26.50	7504308
Unknown	Moraal en buitenlandse politiek	Fresco	J	1975	82	21 x 14	9023715012	fl. 12.50	7504161
Morabito, Joseph	Vergili reditus	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7505019
Moraes, Dom	Een kwestie van mensen	Amst	Contact	1975	247	20 x 13	9025420397	fl. 25	7511549
Morand, Annie	De grote handwerkencyclopedie	Alles over naaien	breien, haken, borduren en tapisserie	Unknown	510	21 x 18	9021019809	fl. 49.90	7504766
Moravcsik, J. M. E.	Understanding language	The Hague	Mouton	1975	95	23 x 15	9027931119	fl. 21	7516420
Moravia, Alberto [Pseudoniem van Alberto Pincherle]	Agostino	Amst	Contact	Unknown	98	20 x 13	9025464335	fl. 6	7511513
Moravia, Alberto [Pseudoniem van Alberto Pincherle]	Hij en ik	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7504863
Moravia, Alberto [Pseudoniem van Alberto Pincherle]	Sette racconti	Gron	Wolters-Noordhoff	1974	80	19 x 11	N/A	fl. 4.90	Unknown
Moravia, Alberto [Pseudoniem van Alberto Pincherle]	Striptease zonder muziek	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7504862
Moray, Beatrice	Het liefdesoffer	Naarden	Williams Nederland (postbus 5028)	1975	61	24 x 16	N/A	fl. 1.25	7508680
More, Thomas	A dyaloge wherin be treatyd dyvers maters, [as of the veneration & worshyp of ymagys & relyques, prayng to sayntys, & goyng on pylgrymage	Amst	Theatrum Orbis Terrarum, 1975	1975	Unknown	31 x 21	9022107523	fl. 58	7517220
Moret, Ina	Vraag me niet waarom? [Bevat verder]: Johanna Stevendaal: Jij en ik, voor altijd	[Naarden	Williams Nederland (postbus 5028)	Unknown	128	18 x 11	N/A	fl. 2.75	7515052
Morey, Walt	Losgebroken hengst	Haarlem	J	1975	160	22 x 15	9025704581	fl. 19.50	7511470
Morgan, A.	Op avontuur in de elektrochemie	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7515751
Morgan, Elaine	De vrouw -onze voorvader	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7504861
Morgan, Geoffrey	Een stukje paradijs	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7517962
Morgan, Lewis H.	Systems of consanguinity and affinity of the human family	B	Anthropological Publications, 1970	1970	590	28 x 20	N/A	fl. 120	7517044
Morgan, Raleigh	The regional French of County Beauce, Quebec	The Hague	Mouton, 1975	1975	128	27 x 19	N/A	fl. 36	7513163
Morgan, Richard L.	Hedendaagse psychologie	[Psychology	an individualized course]	1975	503	28 x 23	N/A	fl. 45	7512634
Unknown	Morgenrood, Het	Bodegraven	Jb	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Morriën, Adriaan	Lasterpraat	Amst	De Bezige Bij	1975	183	20 x 13	9023404084	fl. 17.50	7505650
Morris, Ira J.	Lise de Montargis	flott	Lekturama (Hilledijk 77)	1975	383	22 x 15	N/A	fl. 12.95	7513908
Morris, William	De bron aan het einde van de wereld	's-Gravenh	Bert Bakker	1974	143	20 x 13	N/A	fl. 15.90	7504168
Morrison, A., [en] D. McIntyre	De socialiserende invloed van scholen	Baarn	Bosch &, Keuning	1975	204	21 x 12	9024653002	fl. 16.50	7510071
Unknown	Morrison,  -Leraren en lesgeven	Baarn	Bosch & Keuning	1975	199	21 x 12	9024652995	fl. 16.50	7509706
Morrison, Toni	Sula	Utr	A	Unknown	159	21 x 13	902297300X	fl. 14.90	7516904
Mortelmans, H., [en] G. Muchez	English through the world	(België)]	De Sikkel	1974	362	21 x 15	9026021143	Unknown	7503072
Mortier, L.	Boekhouding	172 blz	m	Unknown	172	21 x 16	N/A	Unknown	7514291
Moscati, Sabatini	Archeologie	Amerongen	W	1975	127	26 x 19	N/A	fl. 22.50	7514296
Mosley, Leonard	De Rijksmaarschalk	Brussel (België), 's-Gravenh	Manteau	1974	440	21 x 14	9022304582	fl. 24.50	7502933
Mosmans, Jan, en Alph. G. J. Mosmans	Oude namen van huizen en straten te 's-Hertogenbosch	Schiedam]	Interbook International	Unknown	5	24 x 16	N/A	fl. 16.50	7512004
Mossel, G. P. J.	Handleiding tot de kennis van het schip	[Amst	Fontes Pers (Singel 395)	Unknown	455	23 x 16	903029602X	fl. 166.40	7504093
Mosselman, Gijsbert Caspar	Maligne melanoom van de chorioidea	Gron	Drukkerij H	1975	101	24 x 16	N/A	Unknown	7507407
Mosselveld, J. H. van	Bergen op Zoom in oude ansichten	Zaltbommel	Europese Bibliotheek	1974	162	15 x 21	N/A	fl. 21.50	7503915
Mossevelde, Pol van	Met toeters en bellen	Schoemans	Johan Anthierens, Ernst van Altena e	1974	192	26 x 20	9028998772	fl. 24.90	7502044
Mosterd, Aart	Fotochemische addities van O-chinonen aan acetylenen	Utr	Elinkwijk (Amsterdamsestraatweg 548-558)	Unknown	107	24 x 17	N/A	Unknown	7517385
Mostert, Noël	Super tanker	Amst	Elsevier	1975	400	20 x 13	N/A	fl. 24.50	Unknown
Unknown	Motor-muis en Auto-kat album	Naarden	Williams Nederland (postbus 5028)]	1974	40	26 x 19	N/A	fl. 2.50	7502363
Motram, Peter	Myron, de griek	447 blz	m	1974	447	22 x 14	9026120818	fl. 28.50	7502034
Moucha, J.	Dagvlinders	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7514397
Moulaert, André J. M. G.	Ventricular septal defects and anomalies of the aortic arch	Leiden	Luctor et Emergo (Nieuwsteeg 9)	1974	125	24 x 17	N/A	Unknown	7503518
Moulijn, C. D.	Samen zorgen	Lochem	De Tijdstroom	1975	190	23 x 15	N/A	fl. 19	7507492
Mourik, M. J. A. van	Notaris en rechtshulp	Zwolle	W	1974	67	24 x 16	9027110190	fl. 14.50	7504520
Mourik, M. J. A. van	Onderneming en erfrecht	Rede	uitgesproken bij de aanvaarding van het ambt van hoogleraar in het Notariële Recht aan de Rijksuniversiteit te Leiden op 12 september 1975	1975	31	23 x 16	9027111170	fl. 5	7515427
Mourits, H. A. A.	Mens te zijn op aarde	Tielt (België), Amst	Lannoo	1975	156	30 x 15	902090552X	fl. 16	7505672
Unknown	Moussault's natuurgidsen	Baarn	Moussault; Antw	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Moussault's tuinencyclopedie	Baarn	Moussault; Antw	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Mout, Marianne Elisabeth Henriette Nicolette	Bohemen en de Nederlanden in de zestiende eeuw	Leiden]	Universitaire Pers Leiden (Pieterskerkhof 38)	1975	206	23 x 15	N/A	Unknown	7506003
Mout, Nicolette	Bohemen en de Nederlanden in de zestiende eeuw	Leiden]	Universitaire Pers Leiden	1975	206	23 x 15	N/A	fl. 38.50	7529513
Muchez, Geert, Robert Verkest [and] Barbara Stokes	Look and listen	(België)]	De Sikkel	1974	93	21 x 17	9026024701	Unknown	7503990
Müelenaere, J. de	Over Gezelles Confraternity	(België)	De Nederlandsche Boekhandel	Unknown	123	25 x 16	N/A	Unknown	7503819
Müller, Jörg	De buldozer schuift verder of de verandering van het landschap	Nieuwkoop	Heuff	1974	Unknown	33 x 30	N/A	fl. 22.50	7506214
Müller-Christensen, Sigrid	Oude meubels	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Middeleeuwen tot de Jugendstil. [Alte Möbel. Vom	Oude meubels	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Mittelalter bis zum Jugenstil	224 blz	m	1975	224	24 x 18	N/A	fl. 59	7506115
Münchhausen, Freiherr von	De avonturen van baron von Münchhausen	Amst	Amsterdam Boek (Wibautstraat 129)	1975	30	26 x 18	N/A	fl. 1.45	7509878
Münster, Thomas	Arpad de zigeuner	Amst	H	1974	192	20 x 13	9023002172	fl. 9.90	7503472
Münster, Thomas	Arpad en Rilana	Amst	H	1975	192	20 x 13	9023002199	fl. 12.90	7507428
Muermans, L.	Motivation de la consommation de fraises en Belgique	(Belgique)	Institut Economique Agricole (Boulevard de Berlaimont 18)	1974	57	30 x 21	N/A	Unknown	7503039
Muhring, W. J.	Leer jong schaken	's-Gra•venh	Van Goor Zonen	1975	213	23 x 18	N/A	fl. 14.90	Unknown
Muiser, J. N., [en] W. P. van Winsum	Fabricagetechnieken en gereedschapsleer	239 blz	m	1975	239	24 x 16	N/A	fl. 33	Unknown
Mul, Ati	Straatspelen	Lelystad	Stichting Ivio (Maerlanthuis Postbus 37)	1974	20	18 x 12	N/A	fl. 1.40	7503494
Mulanassan, Mbela Hiza	L'integration de Féducation permanente dans les objectifs socio-economiques de développement	II	386 bladen	1974	Unknown	30 x 21	N/A	Unknown	7517090
Mulberry, Vincent	Claudio en de tafelronde	Amst	Amsterdam Boek (Wibautstraat 129)	1975	30	26 x 19	N/A	fl. 1.45	7509883
Mulder, A.	Schets van het economisch strafrecht	Zwolle	W	1975	149	25 x 16	9027110360	fl. 19.50	7506256
Mulder, Bertus, [en] Gerrit Jan de Rook	Rietveld Schröder huis 1925-1975	Utr	A	1975	64	30 x 21	9022972984	fl. 16.50	7509116
Mulder, F.	Een planning voor dagbehandeling van het verpleeghuis	57 blz	m	1975	57	23 x 16	N/A	fl. 15	7510662
Mulder, Gerhard Hendrik	Release of ACTH by rat pituitary cells	Meppel	Krips Repro (Industrieweg 5)	1975	147	24 x 17	N/A	Unknown	7510542
Mulder, H.	Gids voor het Nieuwe Testament	165 blz	m	1974	165	21 x 12	9024270391	fl. 12.50	7502823
M. J. van der	Die gehoorzaamheid geleerd heeft uit hetgeen hij heeft geleden	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7506043
Unknown	M Wegwijzer	Gron	Wolters-Noordhoff	Unknown	96	21 x 17	N/A	fl. 9.25	Unknown
Mulder, J.	Inleiding tot de leer der openbare financiën	3e	gewijzigde druk	1974	284	25 x 16	N/A	fl. 45	Unknown
Unknown	Mulder, Jouke	Utr	A	1975	192	21 x 13	9022973069	fl. 19.75	7516900
Mulder, L.	De gouden keten	Kampen	J	1975	Unknown	22 x 14	N/A	Unknown	7510728
Mulder, R. W. A. W.	Microbiological shelf lift of vacuum smoked chickens	Sonderdruck aus: Archiv für Lebensmittelhygiene, 25 Jhrg	Heft Nr	1974	4	29 x 20	N/A	Unknown	7527491
Unknown	Mulder, Radiation inactivation of Salmonella panama and Escherichia coli K12 present on deepfrozen poultry carcasses	[Beekbergen	Instituut voor pluimveeonderzoek "Het Spelderholt" (Spelderholt 9)]	1975	7	23 x 16	N/A	Unknown	7527498
Mulder, R. R. Beumer and B. Erdtsieck	Heat resistance of Streptococcus faecalis var	[Beekbergen	Instituut voor pluimveeonderzoek "Het Spelderholt" (Spelderholt 9)]	1975	3	29 x 20	N/A	Unknown	7527493
Mulder, and A. R. Gerrits	The microbiological shelf life of vacuum packed broiled chickens	Beekbergen	Spel -derholt institute for poultry research (Spelderholt 9)]	1975	4	29 x 21	N/A	Unknown	7529562
Mulder, and C. H. Veerkamp	Improvements in poultry slaughterhouse hygiene as a result of cleaning before cooling	[Beekbergen	Spelderholt institute for poultry research (Spelderholt 9)]	2221	5	25 x 17	N/A	Unknown	7529566
Unknown	Mulder,  - Microbiological aspects of water-cooling on poultry carcasses	[Beekbergen	Spelderholt institute for poultry research (Spelderholt 9)]	2171	5	29x21	N/A	Unknown	7529561
Mulders, C. E.,	Jeuken, P	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Mulisch, Harry	Archibald Strohalm	Amst	De Bezige Bij	1975	240	20 x 13	9023421272	fl. 7.20	7514775
Mulisch, Harry	Bezoekuur	Amst	De Bezige Bij	1974	96	20 x 13	9023404947	fl. 9.75	7502505
Mulisch, Harry	De diamant	Amst	De Bezige Bij	1975	183	20 x 13	9023421183	fl. 6.40	7510947
Mulisch, Harry	De sprong der paarden en de zoete zee	Amst	Meulenhoff Educatief	1974	32	22 x 14	9028062637	fl. 2.50	7503711
Mulisch, Harry	Tegenlicht	Amst	Atheneum - Polak & Van Gennep	1975	64	22 x 14	N/A	fl. 17.50	7506018
Mulisch, Harry	Volk en vaderliefde	Amst	De Bezige Bij	1975	87	20 x 13	9023404920	fl. 14.50	7514766
Mulisch, Harry	Wat gebeurde er met sergeant Massuro? (De Bezige Bij)	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7515296
Muller, A.	A preliminary experiment to test the Bouma-Jansen method with perennial crops	Amst	Koninklijk Instituut voor de tropen (Mauritskade 63)	1974	15	24 x 16	N/A	fl. 3.50	7504799
Muller, Fred, [en] J. H. Thiel	Beknopt Grieks-Nederlands woordenboek	Gron	Wolters-Noordhoff	Unknown	863	20 x 13	N/A	fl. 31.50	Unknown
Muller, Frederik	Beschrijvende catalogus van 7000 portretten, van Nederlanders, en van buitenlanders, tot Nederland in betrekking staande	Afkomstig uit de collectiën: de Burlett	Verstolk van Soelen, Lamberts, enz,; met twee uitvoerige registers: le der personen, systematisch gerangschikt; 2e der portretten, volgens de schilders en graveurs; met eene uit voorrede over regeling en beschrijving van-voerige dergelijke verzamelingen, en eene gedetailleerde opgave der vroeger verkochte	1972	402	23 x 16	N/A	fl. 95	7514877
Muller, Keith Derald	Pioneer settlement in South Brasil: the case of Toledo, Paraná	The Hague	Martinus Nijhoff	1974	75	24 x 16	9024716918	fl. 20.80	7506518
Muller, Mary	Als een boom in de wind	Part	[prod	Unknown	Unknown	Unknown	N/A	Unknown	7515298
Muller, Maurice, et René Leroy	Arlon en cartes postales anciennes	Zaltbommel	Bibliothèque Européenne	1974	80	15 x 21	N/A	fl. 18.90	7504337
Muller-Idzerda, A. C.	Kleine tuinen	Amst	Kosmos	1975	103	19 x 14	9021503530	fl. 8.50	7516787
Muller-Idzerda, A. C.	Planten en bloemen in huis en tuin	Utr	Het Spectrum	3911	208	18 x 11	9027400237	fl. 5.90	7513846
Mullie, Roland, [en] Cecile Hindryckx	Aan handen en voeten gebonden	(België)	Patmos	Unknown	36	20 x 16	9029298103	Unknown	7515187
Mullink, Johannes Wilhelmus Maria Aloysius	Blood pressure and hypertension in the mouse	Utr	Elinkwijk (Amsterdamsestraatweg 548-558)	1975	79	24 x 17	N/A	Unknown	7515913
Multatuli [Pseudoniem van Eduard Douwes Dekker]		Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Max Havelaar, of de koffieveilingen der Nederlandse Handelsmaatschappij	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	M	Amst	Wereldbibliotheek; Antw	1975	370	19 x 12	9028900772	fl. 20.90	7509585
Unknown	M Vorstenschool	Culemborg	Tjeenk Willink-Noorduijn	1975	194	21 x 14	N/A	fl. 16.50	Unknown
Unknown	Multatuli's wereldbeschouwing	[Amst	Minerva	Unknown	207	23 x 15	N/A	fl. 14.90	7504330
Unknown	Multidisciplinair onderzoek en wetenschap	[Utr	Verenigng van academici bij het wetenschappelijk onderwijs (Tolensteegsingel 21 bis)]	1974	19	30 x 21	N/A	Unknown	7514352
Unknown	Multiple choice vragen voor de opleiding tot verpleegkundige	Lochem	De Tijdstroom	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Mungard, Nann	Ein inselnordfriesisches Wörterbuch	Westerland	Verlag für nordfriesisches Heimatschrifttum; [Ljouwert (Leeuwarden)], Fryske Akademy (Coulonhüs, Doelestrjitte 8)	1974	150	25 x 20	N/A	fl. 60	Unknown
Munneke, H. R.	In 't verleden ligt het heden	Gron	De Vuurbaak	1975	110	20 x 14	N/A	fl. 9.90	7512148
Munson, Thomas N.	Religious consciousness and experience	The Hague	Martinus Nijhoff	1975	189	24 x 16	9024717184	fl. 44.20	7515814
Munters, C. J.	Learn English efficiently	Amst	Meulenhoff Educatief	1975	184	17 x 11	9028060448	fl. 6	7514574
Murdoch, Iris	De sacrale en profane liefdesmachine	Amst	Contact	1975	421	20 x 13	902546419X	fl. 27.50	7511536
Murdoch, Iris	Een wilde roos	Amst	Contact	1974	320	20 x 13	9025463967	fl. 14.50	7502358
Murdoch, Iris	Op zand gebouwd	Amst	Contact	1975	307	21 x 13	9025464432	fl. 11.50	7511528
Mure, Pierre la	Moulin Rouge	Laren	A	1975	382	22 x 15	9024500060	fl. 26.90	7515608
Murez, Jos	Het bad van de waterman	(België)	Uitg	1975	152	21 x 14	N/A	fl. 17.90	7517900
Muriel, Christopher	An answer unto the catholiques supplication	Amst	Theatrum Orbis Terrarum	1975	28	21 x 15	9022107531	fl. 7.50	7517207
Murner, Thomas	Tijl Uilenspiegel	's-Gravenh	Van Goor Zonen	1975	128	22 x 15	N/A	fl. 5.50	Unknown
Murphet, Howard	Sai Baba	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7503341
Murray, Jill	De nieuwe zuster	Naarden	Williams Nederland (postbus 5028)	Unknown	64	23 x 16	N/A	fl. 1.25	7508679
Murray, Jill	De stille verpleegster	Naarden	Williams Nederland (postbus 5028)	Unknown	64	24 x 16	N/A	fl. 1.25	7507561
Murray, Sheila	Verraden liefde	Naarden	Williams Nederland (postbus 5028)	Unknown	64	24 x 16	N/A	fl. 1.25	7507559
Murschetz, Luis	De mol Graafgraag	l	Bruna	Unknown	25	28 x 23	902294056X	fl. 14.50	7507337
Musch, A., and T. W. J. Gadella	Some notes on the hybrid between Campanula isophylla Mor	Utr	Botanisch museum en herbarium van de Rijksuniversiteit te Utrecht (Maliebaan 5)	1974	4	24 x 16	N/A	Unknown	7529724
Muschg, Walter	De ontwrichting van de Duitse literatuur	Amst	Atheneum - Polak & Van Gennep	1974	202	20 x 13	9025330347	fl. 25	7502588
Unknown	Muscle relaxants	Amst	Excerpta Medica	1975	401	25 x 18	9021920689	fl. 120	7515838
Unknown	Museum Mesdag	's-Gravenh	Staatsuitgeverij	1975	198	26 x 19	N/A	fl. 25	Unknown
Unknown	Museum philologum Londiniense	Amst	Adolf M	1975	176	22 x 15	9025607292	fl. 40	7507479
Muskhelishvili, N. I.	Some basic problems of the mathematical theory of elasticity	Fourth	corrected and augmented edition, 	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Moscow 1954, translated from the Russian by J	Leiden	Noordhoff International Publishing	Unknown	732	23 x 15	N/A	fl. 156	Unknown
Mussche, Maurice	Reizen met kinderen	(België), Amst	De Nederlandsche Boekhandel	1975	139	22 x 14	9028900535	Unknown	7507278
Musschoot, Anne Marie	Karel van de Woestijne en het symbolisme	Gent (België)	Koninklijke Academie voor Nederlandse taal-en letterkunde (Koningsstraat 18)	1975	39	26 x 21	N/A	Unknown	7513037
Mustert, Gerardus Richardus Marie	De ontwikkeling van de omvangsverdeling van ondernemingen	pl	z	Unknown	286	30 x 21	N/A	Unknown	7515884
Unknown	Muziek is voor iedereen	Amst	In eigen beheer (Passeerdersgracht 30)	1975	32	24 x 17	N/A	fl. 2.50	7505549
Muzikale vorming. Red.	André Brugmans, Wim van Dijk [en] Jan van Oostendorp	Gron	Wolters -Noordhoff	1975	199	21 x 15	N/A	fl. 16.90	Unknown
Unknown	Muzikale vorming	Amst	J	1974	443	25 x 17	N/A	fl. 119.60	7503844
Mijksenaar, P. J.	Amsterdam, gids en fotoboek	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7514229
Mijksenaar, P. J.	Amsterdam, guide et album photographique	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7514230
Unknown	Mijn dierenboek	(België)	Zuid-Nederlandse Uitgeverij	1975	6	13 x 16	9024311985	fl. 1.95	7508242
Mijn eigen leesboekjes. Alkmaar, Kluitman. W. Blokker	Een stap-je ver-der	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Mijn knutselboek	Helmond	U	1975	175	30 x 21	9030603577	fl. 24.50	7515259
Unknown	Mijn lievelingsdieren	(België)	Zuid-Nederlandse Uitgeverij	1975	6	13 x 16	9024311969	fl. 1.95	7508243
Unknown	Mijn naam is Dietert, en ik ben alcoholist	Amst	Teleboek	1975	144	20 x 13	N/A	Unknown	7510191
Unknown	Mijn novelle	[Naarden	Williams Nederland (postbus 5028)1	1974	64	24 x 16	N/A	fl. 1.40	7503859
Myncke, Henri	Geluid en geluidshinder	163 blz	m	1975	163	22 x 13	9028900543	fl. 16.50	7506230
Mijnheer, J. L.	Sample path properties of stable processes	Amst	Mathematisch Centrum (2e Boerhaavestraat 49)	1975	124	24 x 16	N/A	fl. 4	7526072
Mijs, M.	De landschápsgeschiedenis van de Schel noorden van Antwerpen	86 blz	m	Unknown	86	Unknown	N/A	Unknown	7507968
Na 14 jaar	bibliotheekwet nu	's-Gravenh	Nederlands Bibliotheek-en Lektuurcentrum (Bezuidenhoutseweg 239)	1974	16	30 x 21	N/A	Unknown	7514408
Naais, Joost	Onvrijheid tussen gevangenismuren	[Lelystad	Stichting IVIO (Postbus 37)	1975	20	18 x 12	N/A	fl. 1.40	7516252
Unknown	Naaman Prinche van Sijrien	Zutphen	W	1981	87	20 x 13	9023200937	fl. 168	Unknown
Unknown	Naamboek van onderofficieren der Koninklijke Marine	[Den Helder	Marine sanatoriumfonds (Prins Hendrikstraat 10)]	1975	222	26 x 19	N/A	Unknown	7529626
Unknown	Naamlijsten voor de statistiek van de buitenlandse handel	Cs-Gravenh	Staatsuitgeverij]	1975	248	30 x 21	N/A	fl. 27.50	7530154
Unknown	Naar de Grote Onderwijzer luisteren	New York	Watchtower Bible and Tract Society	1972	190	16 x 11	N/A	fl. 1	7504535
Unknown	Naar een kwalitatief ondernemingsbeleid voor Vlaanderen	(België)	Vlaams ekonomisch verbond, Studiedienst (Tavernierkaai 4/4)]	1975	143	22 x 15	N/A	Unknown	7509172
Unknown	Naar een liberaal landbouwbeleid	's-Gravenh	Martinus Nijhoff	1975	93	24 x 16	9024717469	fl. 13	7506972
Unknown	Naar een nieuwe grondwet? Documentatiereeks	's-Gravenh	Staatsuitgeverij	1972	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Naar een socialistische gemeentepolitiek	van Max van den Berg	Pierre Janssens [en] Eisse Kalk	1974	120	21 x 14	9031100218	fl. 9.50	7503107
Unknown	Naar een structuur voor de ontwikkeling en vernieuwing van het primair en secundair onderwijs	's-Gravenh	Staatsuitgeverij	Unknown	96	27 x 20	N/A	fl. 11.60	Unknown
Unknown	Naar het participatieonderwijs	's-Gravenh	Staatsuitgeverij	Unknown	114	27 x 20	N/A	fl. 13.50	Unknown
Naar morgen. [Samenstelling	Ton Veugen	: Martin Boot	Bert Kooijman, Karina Alberts e	Unknown	35	22 x 15	N/A	fl. 5.50	7503134
Naastepad, Th. J. M.	Jona	Kampen	J	1975	91	21 x 12	9024225906	fl. 8.90	7506741
Naastepad, Th. J. M.	Salomo	Kampen	J	1975	80	21 x 12	9024225892	fl. 7.90	7506740
Naaijkens, Jan	De kip zonder staart	Apeldoorn	Stenvert & Zoon	1974	48	20 x 15	N/A	fl. 3.55	7502129
Naaijkens, Jan Het geheim van de leeuw. [Ill.	Carol Voges]	Apeldoorn	Stenvert & Zoon	Unknown	48	21 x 15	N/A	fl. 3.55	7505726
Unknown	Nachtelijke angsten	[Naarden	Williams Nederland (postbus 5028)	Unknown	66	17 x 12	N/A	fl. 0.75	7503872
Nadaillac, Marquis de	Pre-historic America	B	Anthropological Publications	1969	566	24 x 16	N/A	fl. 86	7517045
Nader, Ralph	Wie deelt de lakens uit? [Who runs Congress? Vert	Kapellen-Bos (België)	Banana Press	Unknown	Unknown	Unknown	N/A	Unknown	7507931
Unknown	Nadere verduidelijking van het standpunt van het lid van het college van Gedeputeerde Staten H	's-Hertogenb	Provinciaal bestuur van Noord-Brabant (Guido Gezellelaan 70)	1975	9	30 x 21	N/A	Unknown	7527912
Unknown	Nadere, Een, kennismaking	Scheveningen	Stichting Maatschappij en Onderneming (Badhuisweg 91)	1974	32	20 x 11	N/A	Unknown	7508020
Unknown	Nadere, Een, kennismaking	l	Stichting Maatschappij en Onderneming (Badhuisweg 91)	1974	32	20 x 11	N/A	Unknown	7514203
Unknown	Naderend, Het, einde	[Meppel]	Intermediair Boom; [Kapellen (België)], De Nederlandsche Boekhandel	1975	387	24 x 16	9028901183	Unknown	7516493
Naeff, Top	Klein avontuur	]	Grote letter bibliotheek (Oudaen 3)	1975	123	26 x 18	N/A	fl. 14.25	7513397
