Author	Title	City	Publisher	Year	Pages	Size	ISBN	Price	Product number
Bouhuys, Mies	Broodje boek	Haarlem	Gottmer	1979	72	24 cm	9025712894	f. 3.50	8007220
Bouhuys, Mies	De Pim-en-Pomnibus	Amsterdam	Querido	1980	180	22 cm	9021453657	f. 17.50	8015166
Bouhuys, Mies	Winter op de Rode schuit	Amsterdam	Omega Boek [etc.] ; Antwerpen	Unknown	67	22 cm	9061420385	f. 5.90	8069151
Bouhuijs, Nico	Dichter bij Paulus	Baarn	Ten Have	1980	87	18 cm	9025941648	f. 10	8025022
Bouhuijs, Nico	Vechten voor vrede : dichter bij verhalen over vriend en vijand	Baarn	Ten Have	1980	100	18 cm	9025941753	f. 10	8041272
Bouhuijs, Nico	Een vreemdeling in ons midden : dichter bij verhalen over de naam van God	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Bouhuijs, Karel Deurloo.	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	9025941702	f. 10	8041207
Boukema, H. J. M.	Judging : towards a rational judicial process	Zwolle	Tjeenk Willink	1980	183	23 cm	9027117276	f. 55	8038186
Boukema, Hendrik Jan Menco	Judging	Zwolle	Tjeenk Willink	1980	183	23 cm	N/A	Unknown	Unknown
Unknown	Boule de suif	Amsterdam	Meulenhoff Educatief	1978	32	22 cm	9028061517	f. 2.80	8061262
Boulger, James D.	The Calvinist temper in English poetry	The Hague [etc.]	Mouton	1980	498	24 cm	902797926X	Unknown	8038117
Boulle, Pierre	De brug over de rivier Kwai : het drama van de Birma-spoorweg	Utrecht	Veen	1980	184	22 cm	9020402129	f. 26.50	8039086
Boulle, Pierre	De wonderen van de Gargantua	Utrecht [etc.]	Bruna	1980	191	21 cm	902297541X	f. 19.90	8030169
Bouma, C.	De brief van de apostel Paulus aan Filemon	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	8021907
Bouma, C.	Het evangelie naar Johannes	Kampen	Kok. Dl. 1	Unknown	232	21 cm	902423154X	f. 25.90	8021207
Bouma, Hans	Dromen over Friesland	Bussum	Van Holkema & Warendorf	1980	116	31 cm	9026947046	f. 35	8021162
Bouma, Hans	De droom van Jesaja : Jesaja 65 : 17-25	(Verklaring van een bijbelgedeelte) ISBN 90-242-0086-5	f. 8.90 8048285	Unknown	56	21 cm	9024200865	f. 8.90	8048285
Bouma, Hans	An eye on Israel	Grand Rapids, Mich.	Eerdmans	1978	144	24 cm	N/A	Unknown	Unknown
Bouma, Hans	Je bent meer waard dan je denkt : gesprekken met jongeren na hun eindexamen	Kampen	Kok	1980	58	21 cm	9024204240	f. 7.90	8027210
Bouma, Hans	Het Onze vader : Matthetis 6	Kampen	Kok	1980	96	21 cm	9024200628	f. 12.50	8011118
Bouma, Hans	Stel geen vragen : protesten tegen dierproeven	Kampen	Kok	1980	48	21 cm	9024201837	f. 6.90	8027211
Bouma, Hans	Wijs zijn met de dieren : op de Galapagos-eilanden	Kampen	Kok	1980	61	20 cm	9024204526	f. 14.75	8038262
Bouma, J. L.	Leerboek der bedrijfseconomie	Wassenaar	Delwel. Dl. II	Unknown	596	23 cm	9061553261	f. 59.75	8038408
Bouma, Sake	Een zeilschip op de heide : de eerste vijftig jaren van "Us blau hiem"	Appelscha	Us blau hiem	1980	88	30 cm	N/A	Unknown	8075450
Unknown	Unknown	Amsterdam [etc.]	Harlequin. nr. 113	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Bourdieu, P.	Le métier de sociologue : prealables epistemologiques	Paris ; La Haye [etc.]	Mouton	1980	357	22 cm	9027969644	Unknown	Unknown
Bourdon, Roland	A new genus and species of Bopyrid isopod infesting Alpheidshrimps of the genus Synalpheus in the western Atlantic Ocean	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Leiden	Rijksmuseum van natuurlijke historie	1980	222	25 cm	N/A	Unknown	8063107
Unknown	Bourgeois , Le, gentilhomme : comedie-ballet en cinq actes	Amsterdam	Meulenhoff educatief	1979	Unknown	Unknown	9028064222	f. 5.80	8075394
Bourne, Eleanor	Bloem (en) lezing	Rijswijk	Elmar	1980	55	16 cm	9061202167	f. 12.50	8042221
Bourne, William	The treasure for traveilers	Amsterdam	Theatrum Orbis Terrarum ; Norwood	Unknown	272	22 cm	9022109119	Unknown	8076138
Bousse, A.	Inventor's van de archieven van de administratie van de BTW, registratie en domeinen (Provincie Antwerpen)	Brussel	Algemeen Rijksarchief	1979	474	30 cm	N/A	Unknown	8065270
Bout, Nic.	Gedaachte en gedeechte	Gemert	Heemkundekring "De Kommanderij Gemert"	1979	40	22 cm	N/A	f. 6	8077506
Bouts, Paul	Eet U gezond	Antwerpen ; Amsterdam	Standaard	1980	202	21 cm	9002142471	f. 24.50	8044043
Bouts, Paul	Hoe kan ik mijn gezondheidskapitaal tijdig tegen aderverkalking en infarctus vrijwaren?	Antwerpen	Vlijt	1979	32	18 cm	9063040717	f. 11.90	8026002
Bouts, Paul	Verhoog uw ademhalingscapaciteit : voor intellectuelen en sportbeoefenaars	Antwerpen	Vlijt	1980	34	21 cm	9063040709	f. 12.50	8026003
Bouvy, J. J. B. J. J.	Compendium van het voorgespannen beton	Amsterdam	Nederlandse Cementindustrie	1978	312	25 cm	N/A	Unknown	8061509
Unknown	Bouwbedrijven , De	Amsterdam	EIB. In 1978.	Unknown	47	24 cm	N/A	Unknown	8074711
Unknown	Bouwcentrum informatie	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bouwconstructies	[Meppel]	Ten Brink	1980	404	24 cm	9024808057	f. 46.80	8032053
Unknown	Bouwen aan kindercentra	Rotterdam	Stichting Ruimte ; Oosterbeek	Unknown	72	21 x 23 cm	N/A	f. 9	8063572
Unknown	Bouwen aan kindercentra	Rotterdam	Stichting ruimte ; Oosterbeek	Unknown	72	21 x 24 cm	N/A	Unknown	8069617
Unknown	Bouwen en leven te Antwerpen in de 16de eeuw : tentoonstelling in het Wapenschild, Grote Markt 25, Antwerpen van 15 maart tot en met 6 april 1980	Brussel	Gemeentekrediet van Belgie	1980	93	30 cm	N/A	Unknown	8073057
Unknown	Unknown	Bouwen op niveau. Meppel	Ten Brink. Documentatiebladen	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bouwen voor school en buurt : samen onder een dak met kleuter- en lager onderwijs	's-Gravenhage	Staatsuitgeverij	1980	112	29 cm	9012027101	f. 17.50	8024173
Unknown	Unknown	Bouwen	serie voor het m.t.o.	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bouwfysica	Leiden	Spruyt	Unknown	107	27 cm	9023809793	f. 24.90	8036065
Unknown	Bouwgereedschappen en veiligheid	Meppel	Ten Brink	1980	149	24 cm	9024808006	f. 24.30	8032051
Bouwkamp, Roel	Agologisch werkboek : een inleiding in de sociale agologie	Bloemendaal	Nelissen	1980	421	22 cm	9024410258	f. 42	8047139
Bouwman, Gijs	Paulus aan de romeinen : een retorische analyse van Rom. 1-8	Averbode	[Altiora]	1980	299	20 cm	9031703788	f. 32.50	8038059
Bouwman, Gijs	Paulus and die Anderen : Portrat eines Apostels	Diisseldorf	Patmos	1980	188	19 cm	3491773113	Unknown	8090102
Bouwman, Mies	Stukjes van Mies	Haarlem	Gottmer	1980	160	21 cm	9025713386	f. 15	8043008
Bouwman, Yvonne	Menoel en Sjenau	Utrecht	Bruna	1980	32	20 cm	9022941501	f. 7.50	8004313
Unknown	Unknown	Utrecht	Bruna	1980	30	20 cm	9022941191	f. 7.50	8004314
Unknown	Bouwmaterialen	Culemborg	Educaboek/Stam technische boeken. Dl. 2.	Unknown	77	27 cm	N/A	f. 10.75	8028214
Unknown	Bouwmaterialen	[Meppel]	Ten Brink	1980	267	24 cm	9024808049	f. 36	8032058
Unknown	Bouwnijverheid	133 p.	ill. ; 30 cm.	Unknown	Unknown	Unknown	N/A	f. 24.50	8028354
Unknown	Bouwpraktijk	[Meppel]	Ten Brink	1980	358	24 cm	9024808022	f. 43.20	8032052
Unknown	Unknown	Bouwproces , Het	leidraad voor het bouwen van sociaal-culturele accommodaties	Unknown	37	21 cm	N/A	f. 12.75	8063579
Unknown	Bouwprognoses	's- Gravenhage	Ministerie van volkshuisvesting en ruimtelijke ordening. Omslagtitel. 1978-1983.	Unknown	42	28 cm	N/A	Unknown	8071315
Bouws, E.	Vergelijking van de on-line verwerkingsmethode van het CIC in Hoek van Holland, met de off-line methode van het KNMI	De Bilt	KNMI	1980	5	30 cm	N/A	Unknown	8061729
Bouws, Tom	Het Tessin : Zwitsers vakantieparadijs	Amsterdam [etc.]	Kosmos	1980	112	15 cm	9021508672	f. 9.25	8042250
Unknown	Unknown	Meppel	Ten Brink. Machinale houtbewerking Timmeren	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bouwstenen voor godsdienstige vorming : in het lbo en mavo	Groningen	Wolters-Noordhoff. 2	Unknown	95	21 cm	9001141625	f. 10.90	8034221
Unknown	Unknown	Bouwstoffen voor de sociaal-economische geschiedenis van Indonesie van ca 1800 tot 1940	een beschrijvende bibliografie.	Unknown	2	Unknown	N/A	Unknown	8061229
Unknown	Unknown	's-Gravenhage Nijhoff. Corpus van Middelnederlandse teksten	Dl. 1	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Bouwtechniek	4e leerjaar	Unknown	124	30 cm	9023812662	f. 21.50	8047117
Unknown	Bouwtechniek voor het 3e leetjaar	Leiden	Spruyt	Unknown	160	30 cm	9023812093	f. 18.95	8017082
Unknown	Bouwtechniek : 4e leerjaar : materialen en gereedschappen houtbewerken	Leiden	Spruyt	Unknown	214	30 cm	N/A	f. 37.25	8046123
Bova, Ben	De kolonie	[Rijswijk]	Elmar	1980	479	20 cm	9061202000	f. 28.90	8042218
Bove, B. J.	Tumult in de sneeuw	Den Haag	Voorhoeve	1980	78	22 cm	9029705949	f. 7.25	8004241
Boven, Willem-Paul Leonard van	Aseptic necrosis of bone following a successful kidney transplantation	[5.1.]	[s.n.]	1980	87	24 cm	N/A	Unknown	8073089
Bovend'eerdt, Jan	De Moper fitness test : handleiding en prestatieschalen	Haarlem	Vrieseborch	1980	92	21 cm	9060761235	f. 4.50	8010102
Bovendeur, Nea	Gezonde voeding voor de aanstaande moeder en haar kind	Laren	Luitingh	1980	125	22 cm	9024506158	f. 16.90	8049321
Bovenkamp, C. van den	50 jaar christelijk onderwijs to Waarde	Aagtekerke	Den Hollander	1979	28	14 x 20 cm	N/A	f. 14.50	7972007
Bovenkerk, Frank	Als ze allemaal zo waren als jij! : gekleurde politiemensen in Nederland over hun werk	Utrecht	Stichting landelijke federatie voor welzijnsstichtingen voor Surinamers in Nederland	1979	71	23 cm	N/A	Unknown	8069673
Bovyn, Johan	Tot vermaak van de toeristen : (voorbijgaand)	Roeselare		Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Bovyn, 1980.	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	8068276
Bovyn, Johan	Tot vermaak van de toeristen : (voorbijgaand)	Roeselare		Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Bovyn, 1980.	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	8044064
Bowen, Ezra	Ridders van de luchtvaart	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Amsterdam	Time-life	1980	192	29 cm	9061825814	f. 39.90	8045058
Bowles, C. H.	Voedingsgewoonten en relevante gezondheidsaspecten van bejaarden in een Rotterdamse huisartspraktijk 1971-1975 : onderzoek naar voedingsgewoonten, anthropometrische gegevens en klinisch-chemische bevindingen omtrent de status van hemoglobine, ijzer, diverse vitamins en van serum-lipiden	Pijnacker	Dutch efficiency bureau	1980	140	24 cm	9062310788	f. 35	8068164
Bowman, Jeanne	Laat de liefde met rust	Tilburg	Vrijbuiter ; Strombeek-Bever	Unknown	49	28 cm	N/A	f. 1.25	8060104
Bowman, Jeanne	Liefde of plicht?	Jeanne Bowman	[vert. uit het Amerikaans].	Unknown	48	28 cm	N/A	f. 1.35	8069604
Bowman, Jeanne	Wie was die vreemde? : volledige liefdesroman	Tilburg	Vrijbuiter ; Strombeek- Bever	Unknown	49	28 cm	N/A	f. 1.35	8077363
Bowood, Richard	Diepzeeonderzoek	Helmond	Helmond ; Kampen	Unknown	50	18 cm	9025221084	f. 5.15	8038091
Boxma, R.	Analysis of iron chelates in commercial iron fertilizers by gel chromatography	Haren (Gr.)	Instituut voor bodemvruchtbaarheid	1980	824	25 cm	N/A	Unknown	8066084
Boxman, Pieter	Biologisch tuinieren in foto's	Zutphen	Thieme	1980	144	22 cm	9003964602	f. 29.50	8026078
Boyd, Neil	Alle zegen komt van boven : nieuwe belevenissen van een kapelaan	Amsterdam [etc.]	Zuid-Hollandsche U.M.	1980	190	23 cm	9010031675	f. 24.50	8014076
Boyd, Neil	Alle zegen komt van boven : een kapelaan in het nauw	Amsterdam [etc.]	Zuid- Hollandsche U.M.	1980	267	23 cm	9010033783	f. 24.50	8036072
Boijen, R.	Inventaris van het fonds "Belgische militaire aanwezigheid in het buitenland (1826-1955) "	Brussel	Koninklijk legermuseum	1979	66	30 cm	N/A	Unknown	8061614
Boijen, Richard	Inventaris van het archieffonds "Belgie in de periode 1830-1839"	Brussel	Koninklijk legermuseum	1979	44	30 cm	N/A	Unknown	8061615
Braad, R.	Inventaris van het archief van het openbaar slachthuis van de gemeente Heerlen en de keuringsdienst van vee en vlees in de "Kring Heerlen" : 1919-1979	Heerlen	Gemeentearchief	1980	58	30 cm	N/A	Unknown	8070673
Braak, Menno ter	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	9063220510	f. 22.50	8032136
Braak, Menno ter	Verzameld werk	Amsterdam	Van Oorschot	1980	7	20 cm	9028205128	f. 315	8041470
Braakhekke, W. G.	On coexistence : a causal approach to diversity and stability in grassland vegetation	Wageningen	Pudoc	1980	164	24 cm	9022007472	f. 35	8048255
Braakhekke, W. G.	On coexistence : a causal approach to diversity and stability in grassland vegetation	Wageningen	Pudoc	1980	164	24 cm	N/A	Unknown	8075791
Braal, Andries de	Muziekinstrumenten	Amsterdam	Versluys	1980	48	19 cm	9024908914	f. 8.40	8017217
Braam, Wiebe	100 vragen over andere voorbehoedmiddelen dan de pil	Utrecht [etc.]	Spectrum	1980	157	19 cm	9027494495	f. 7.80	8011328
Braam, Wiebe	100 vragen over de bevalling	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Braam, Aart Leemhuis ; met medew. van de Libellearts en Joke Wartenbergh.	2e dr. - Utrecht [etc.] : Spectrum, [1980]. - 148 p. ; 19 cm. - (Samenreeks ; nr. 5) ISBN 90-274-9443-6 : f. 7.80 8013011 Brawn, Wiebe - 100 vragen over de overgang	Unknown	Unknown	Unknown	Unknown	Unknown	9027494436	f. 7.80	8013011
Unknown	Unknown	Utrecht [etc.]	Spectrum	1980	134	19 cm	N/A	Unknown	Unknown
Braam, Wiebe	100 vragen over de pil	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Utrecht [etc.]	Spectrum	1980	142	19 cm	9027494398	f. 7.80	8013008
Braasem, W. A.	Toen Hoorn nog Oud-Hoorn was... : beelden uit een verklonken verleden (1800-1950)	Hoorn	Edecea	1980	245	31 cm	9070022192	f. 75	8046185
Braat, J. J. M.	Integrale goederenstroombesturing	Deventer [etc.]	Kluwer	1980	Unknown	Unknown	9026706804	f. 30.75	8032162
Brabander, Gerard den	Rembrandt, De monsters en andere verzen	Amsterdam	Pegasus	1980	63	20 cm	9061431727	f. 20	8021010
Unknown	Brabant biennale : Eindhoven, Van Abbemuseum, Breda, De Beyerd, Tilburg, Kultureel Sentrum, Bergenop Zoom, Het Markiezenhof, Helmond, 't Meyhuis, 12 sept. t/m 12 okt. 1980	[Eindhoven]	[Van Abbemuseum]	1980	64	30 cm	N/A	Unknown	8072816
Unknown	Brabant	[Brussel]	[Gemeentekrediet van Belgie]	1976	89	28 cm	N/A	Unknown	Unknown
Unknown	Unknown	's-Hertogenbosch	Bibliotheek van het Provinciaal genootschap	1978	131	22 cm	N/A	Unknown	8073073
Unknown	Brabantse bibliografie	Unknown	Unknown	Unknown	377	21 cm	N/A	Unknown	8076332
Unknown	Unknown	's-Hertogenbosch	Provinciaal Genootschap van Kunsten en Wetenschappen in Noord-Brabant. Jef van de Sande	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Braber, J. M.	Peroxidase en katalyse in planten	Wageningen	Centrum voor agrobiologisch onderzoek	1979	28	30 cm	N/A	Unknown	8070337
Braber, C. van den	Onderwijs tussen de bedrijven door : onderzoek naar opleidingswensen na bet lager beroepsonderwijs	[SI]	[s.n.]	1978	66	22 cm	N/A	f. 10	8072323
Brace, Geoffrey	Kleine muziekgeschiedenis	Helmond	Helmond ; Kampen	Unknown	50	18 cm	9025221831	f. 5.15	8038092
Braches, K	Heeft de toekomst een verleden? : een terugblik op bet boek van morgen ter gelegenheid van de honderdste verjaardag van de Koninklijke Nederlandse Uitgeversbond	's- Gravenhage	Nijhoff	1980	15	22 cm	9024790379	f. 6.90	8044381
Brack, Antoni	Niet goed... geld terug? : kernpunten van het consumentenrecht	Alphen aan den Rijn	Tjeenk Willink	1980	264	22 cm	9060920627	f. 28.50	8003242
Bradbury, Malcolm	De geschiedenis-man	Amsterdam	Arbeiderspers	1980	292	20 cm	9029508000	f. 29.50	8038221
Bradbury, Ray	De gouden appels van de zon	Amsterdam [etc.]	Elsevier	1980	221	18 cm	9010031373	f. 9.90	8022108
Bradford, Kermit	Het wonder in de dodencel	Hoornaar	Gideon	1980	126	19 cm	9060671597	f. 8.90	8047224
Bradley, John	Het Derde Rijk : de geschiedenis in woord en beeld	Amsterdam	Becht	1980	256	31 cm	9023003365	f. 49.50	8039238
Bradshaw, Willliam	A proposition concerning kneeling	Amsterdam	Theatrum Orbis Terrarum	Unknown	29	15 cm	9022109127	f. 8	8071102
Braet, Jan	In lengte van dagen	Gent	Masereelfonds	1979	45	22 cm	N/A	Unknown	Unknown
Bragt, Peter Cornelis	The involvement of free radicals and lipid peroxidation in inflammation : pharmacological implications	[S.1]	[s.n.]	1980	148	24 cm	N/A	Unknown	8076261
Unknown	Brain metastasis	The Hague [etc.]	Nijhoff	1980	438	27 cm	9024722179	f. 110	8021184
Brakel, A.	Schaatsen naar verandering organisatievormen en organisatiegedrag, over de dubbelslag bij het veranderen van organisatie	Scheveningen	SMO	1980	63	20 cm	N/A	Unknown	8066194
Brakel, J. van	The ignis fatuus of biogas : small-scale anaerobic digesters ("biogas plants") : a critical review of the pre-1970 literature	Delft	Delft University Press	1980	141	24 cm	9062750494	f. 29.95	8049027
Brakkee, Frans	Kind en spel	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	8070900
Brakman, Willem	Come-back	Amsterdam	Querido	1980	165	20 cm	9021453746	f. 21.50	8042274
Brakman, Willem	De gegoeden	Utrecht	Reflex	1980	32	22 cm	9063220529	f. 9.50	8041018
Brakman, Willem	De gehoorzame dode	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Amsterdam	Querido	1980	297	21 cm	9021453738	f. 37.50	8038201
Brakman, Willem	Het godgeklaagde feest : een beeldroman	Amsterdam	Querido	1980	157	19 cm	9021495023	f. 6.50	8038206
Brakman, Willem	Op het quatrijn : kwatrijnen	Oosterbeek	Bospers	1980	36	20 cm	9063660464	f. 16	8048112
Brakman, Willem	Typograaf	Amsterdam	[Meijer]	1978	16	27 cm	N/A	f. 250	8066125
Brals-Luinge, All	En toen, en toen : gutige gezegden oet mondties van smorkies, prugelies en porkies	Assen	Hummelen	1979	52	21 cm	N/A	f. 9.25	7971389
Braly, Malcolm	Cel zero	Kalmthout	Beckers	1980	324	18 cm	N/A	Unknown	8033099
Unknown	Branche-orientatie	's-Gravenhage	A. C. Arts	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Brand, Agatha	Platelet supportive care immunology, preservation and clinical application	[S.1.]	[s.n.]	1979	120	21 cm	N/A	Unknown	7972411
Brand, Arie Frans	Besturen in verandering : hoe bestuurservaringen in ondememingen kunnen bijdragen tot inzichten in en gewenste ontwilckelingen van bestuursvormen	[S.1.] [s.n.], 1979. 260 bladen	ill. ; 29 cm. Samenvatting in het Engels. Lit. opg. Proefschrift Rotterdam. 7972257	Unknown	Unknown	Unknown	N/A	Unknown	7972257
Brand, Billy (ps. van Frank Vemooy)	De goudschat in de dodenvalei	Alkmaar	Kluitman	1979	159	18 cm	9020612719	f. 3.25	8030309
Brand, Billy (ps. van Frank Vemooy)	De goudschat in de dodenvalei	Alkmaar	Kluitman	1979	159	18 cm	9020612719	f. 3.25	8030309
Brand, Helmut	Konz in alten Ansichten	Zaltbommel	Europaische Bibliothek	1979	86	16 x 21 cm	N/A	f. 28.90	8001279
Brand, Ronald	Parallelizability of compact complex surfaces	[S.1.]	[s.n.]	1980	110	24 cm	N/A	Unknown	8073116
Brand, W.	Nogmaals: de eenheid der wereld : afscheidscollege gehouden op 26 september 1980 to Leiden	Leiden	Rijksuniversiteit	1980	29	21 cm	N/A	Unknown	8074880
Brand, Theodor von	Biochemistry and physiology of endoparasites	Amsterdam [etc.]	Elsevier/North Holland biomedical press	1979	447	25 cm	N/A	f. 180	8063733
Unknown	Unknown	Brandpunten	een bundel teksten over actuele problemen ter analyse en discussie	Unknown	160	21 cm	N/A	Unknown	Unknown
Unknown	Unknown	Brandpunten	een bundel teksten over actuele problemen ter analyse en discussie	Unknown	150	21 cm	N/A	Unknown	Unknown
Brands, G.	De gorilla's komen	Utrecht	Reflex	1980	18	28 cm	9063220537	f. 19.25	8041020
Brands, Gerard	Het schaap in de luie stoel en andere avonturen met dieren	Amsterdam	Querido	1980	55	21 cm	9021453827	f. 12.50	8019037
Brandsma, C.	Invloed van het buitenklimaat op het ventileren van varkensstallen = Influence of the outsite climate in the ventilation of piggeries	Wageningen	IMAG	1976	37	24 cm	N/A	f. 6.50	8062027
Brandsma, G.	Raketten en geleide projectielen	Alkmaar	Alk	1979	127	18 cm	9060136950	f. 12.50	8060251
Brandsma, Hendrik Hyltje	Sprookjes voor de lindebaan	Bergen op Zoom	Haud incerta cano	1980	36	21 cm	N/A	f. 6.50	8073324
Unknown	Brandstofverbruikscijfers van personenauto's	['s-Gravenhage etc.]	Ministerie van economische zaken [etc.]	1980	20	21 cm	N/A	Unknown	8075224
Unknown	Brandt , Het, rapport : een overlevingsprogramma : het rapport van de Onafhankelijke commissie voor intemationale ontwikkelingsvraagstukken	's-Gravenhage	Staatsuitgeverij	1980	293	21 cm	9012029767	f. 10	8021267
Brandt, Andries	Roel Dijkstra	Haarlem	Oberon. 4	Unknown	54	28 cm	9032025139	f. 5.75	7970565
Brandt, Kurt P. G.	Er vorn Sie hinten	Bergen	Van der Wal	1976	24	21 cm	N/A	Unknown	Unknown
Brandt, Kurt P. G.	Fiinfzig Jahre nach der Niederkunft	Bergen	Van der Wal	1979	24	17 cm	N/A	f. 40	8066699
Brandt, Kurt P. G.	Hinter einem Vorhang : Gedichte = Achter een gordijn : gedichten	Bergen	Van der Wal	1974	16	28 cm	N/A	f. 60	8066680
Brandt, Willem	De keerkringvogel	Baarn	Hollandia	1980	91	21 cm	9060451155	f. 15.90	8036036
Brandt, Willem	Het land van terugkomst : een Indonesisch reisjoumaal in poezie	Baam	Hollandia	1980	106	21 cm	9060459431	f. 15.90	8034030
Unknown	Brandweer , De, in de Geldropse gemeenschap vroeger en nu	Geldrop	Gemeentebestuur	1975	47	21 cm	N/A	Unknown	8065029
Brant, Margaret	Babyboek	Utrecht [etc.]	Spectrum	1979	95	20 cm	9027464030	f. 9.60	8006100
Brasch, Thomas	Rotter	Amsterdam	Publiekstheater	1980	16	18 cm	N/A	Unknown	8065632
Brattinga, Teije	Theologie van de kultuur	Nijmegen	Dominicuscollege. I	Unknown	20	22 cm	N/A	f. 2.50	8060689
Brattinga, Teije	Theologie van het socialisme : een studie over het religieus socialisme met name de theorie van het religieus socialisme zoals die is ontwikkeld door Paul Tillich	[S.1.]	[s.n.]	1980	356	22 cm	N/A	Unknown	8064018
Brattstriim, Inger	Unn en de grotten	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Den Haag	Leopold	1980	93	20 cm	9025830994	f. 24.50	8008187
Braumann, Franz	Goud in de taiga	Unknown	Unknown	Unknown	Unknown	Unknown	9024005132	f. 19.90	8047059
Unknown	Unknown	Amsterdam	Van Hoeve	1980	3	45 cm	9022202623	f. 1485	8047240
Brautigan, Richard	Dromen van Babylon	Bussum	Agathon	1980	158	20 cm	9026957904	f. 22.50	8046094
Brave-Maks, M. H.	De koningin in Londen	Zutphen	Walburg	1980	117	23 cm	9060114256	f. 29.50	8021074
Brayton, Robert K.	Sensitivity and optimization	Amsterdain [etc.]	Elsevier Scientific	1980	368	25 cm	0444419292	f. 97.50	8046366
Unknown	Brazilianen willen hun "haaien" kwijt	Montfoort	Studio 3	1980	118	21 cm	N/A	f. 10	8070869
Unknown	Brazilie	Tilburg	[Centrum voor ontwikkelingssamenwerking]	1980	30	21 cm	N/A	f. 1	8075186
Brebbermann, Adolf	Liineburg in alien Ansichten : Bd. 1	156 p.	ill.	Unknown	Unknown	Unknown	9028801715	f. 24.90	8008243
Brebbermann, Adolf	Luneburg in alten Ansichten : Bd. 2	Zaltbommel	Europaische Bibliothek	1979	140	15 x 21 cm	N/A	f. 24.90	8001001
Brecht, Arnold	Kan de democratie nog gered worden?	Nijmegen	Gottmer ; Brugge	Unknown	200	21 cm	9026439512	f. 27.90	8016427
Brecht, Bertolt	Driestuiversroman	Nijmegen	Socialistiese Uitgeverij Nijmegen	1980	380	20 cm	9061681413	f. 35	8046320
Brecht, Bertolt	Driestuiversroman	Nijmegen	Socialistiese Uitgeverij Nijmegen	1980	380	20 cm	9061681413	f. 35	8046320
Brecht, Bertolt	Mijnheer Puntila en zijn knecht Matti	Amsterdam	Publiekstheater	1980	115	18 cm	N/A	Unknown	8076247
Breda, Aart van	Pleasure with paper	Harmondsworth	Penguin Books	1979	155	20 cm	0140312013	Unknown	8090009
Breda, M. J. van	Hoevelaken in oude ansichten : dl. 2	Zaltbommel	Europese Bibliotheek	1980	38	16 x 21 cm	9028812709	Unknown	8053022
Bredero, G. A.	Geestigb liedt-boecxken	Bussum	De Haan	1980	29	8 x 10 cm	9022891100	f. 45	8026026
Bredero, Gerbrand Adriaensz.	G. A. Bredero's Spaanschen Brabander : Jerolimo	Zutphen	Thieme	1980	194	20 cm	9003208417	f. 12.75	8042338
Brederode, G. A.	Enigheid is armoed	[Geesbrug]	Sub signo libelli	1977	12	8 x 12 cm	N/A	Unknown	8065495
Breebaart, A. C.	Met het oog op de toekomst : rede, uitgesproken bij de aanvaarding van het ambt van buitengewoon hoogleraar in de oogheelkunde aan de Universiteit van Suriname op 13 februari 1980	Paramaribo	Universiteit van Suriname	1980	24	21 cm	N/A	Unknown	8063482
Breed, Johan Gerrit Simon	Studies on anthracycline cardiac toxicity	[SI]	[s.n.]	1980	Unknown	Unknown	N/A	Unknown	8077377
Breedveld, Ries	Kijken in de toekomst : artikelen ter begeleiding van de gelijknamige serie van het Studium Generale	Wageningen	Buro Studium Generale	1979	148	29 cm	N/A	f. 7.50	8061320
Breedveld, Walter	De majorette van Eereberg	Amsterdam [etc.]	Grote letter bibliotheek	1980	289	23 cm	N/A	f. 25	8052006
Breekveldt, Paul	Jan Jaap op de bio-boerderij	Den Haag	Aktiegroep Lekker dier	1979	8	21 cm	N/A	f. 0.80	8073158
