Author	Title	City	Publisher	Year	Pages	Size	Price
Spelregels en woordenlijsten voor de lagere school. Breda	J	Unknown	Unknown	1888	Unknown	Unknown	f 0.10
Spelregels (Practische) voor de volksschool	door G	Aardenb	Oswald, W	Unknown	Unknown	Unknown	f 0.20
Spencer (Herbert)	De mensch tegenover den staat	's Hage	Gebr	1886	Unknown	Unknown	f 1.80
Spencer (Herbert)	Opvoeding door Joh	Gron	J	1887	Unknown	Unknown	f 2.50
Spencer (Herbert)	 Over den stijl	Amst	W	1886	Unknown	Unknown	f 0.50
Spengler (G. C.)	Het vastleggen en opbosschen van duinen en zandverstuivingen	Ede	Th	1891	Unknown	Unknown	f 0.70
Spetter (H.)	Wie zal haar krijgen? Kluchtspel met zang in één bedrijf	Amst	G	1883	Unknown	Unknown	f 0.50
Spielhagen (Friedrich)	Baron Hans (Uhlenhans)	(Rolt	D	Unknown	Unknown	Unknown	f 5.90
Spielhagen (Friedrich)	Een nieuwe pharao	Amst	N	1890	Unknown	Unknown	f 4.8
Spielhagen (Friedrich)	 - Noblesse oblige	Sneek	J	1889	Unknown	Unknown	f 5.20
Spielhagen (Friedrich)	 Op de badplaats	Arnh	J	1886	Unknown	Unknown	f 3.25
Spielhagen (Friedrich)	Pioniers	Sneek	J	1883	Unknown	Unknown	f 2.40
Spill (P. ter)	Ouderentrots	(Rott	D	1885	Unknown	Unknown	f 5.50
Spill (P. ter)	 Stinette	Rott	(Amst	1887	Unknown	Unknown	Unknown
Spilman (J.)	Het leven van Maria Immaculata van Bourbon, gravin van Bardi, dochter van Ferdinand II	Uit	het Frausch vertaald door T	1887	Unknown	Unknown	f 1.40
Spilman (J.)	 -Uit de dagen der vervolging	's Bosch	Maatsch	1883	Unknown	Unknown	f 0.50
Spin (J. W.)	Open brief aan den Heer Mr	Amst	R	1886	Unknown	Unknown	f 0.05
Spin (J. W.)	Oudere tijdgenooten	Amst	Job	1884	Unknown	Unknown	f 1.50
Spin (J. W.)	 Prof	Utr	J	1885	Unknown	Unknown	f 1.50
Spinoza (B. de)	Opera quotquot reperta sunt	's Hage	Mart	Unknown	Unknown	Unknown	Unknown
Spinoza (B. de)	Stelkonstige reeckening van den regenboog	Utr	B	1884	Unknown	Unknown	f 1.35
Spiritisme (Het) of het tooveren in onze dagen. Zwolle	Thomas $ Kempis-vereeniging	Unknown	Unknown	1884	Unknown	Unknown	f 0.70
Spirito [Betsy Perk]	Benjamin's klucht	Amst	A	1890	Unknown	Unknown	f 3.90
Spit (N. B. P.)	Waarheid en liefde	Rott	Rich	1891	Unknown	Unknown	f 1.20
Spitzen Jr. (H. J.)	Uitgewerkte recepten, ten gebruike bij Opwijrda's Recepteerkunst	Amst	D	1891	Unknown	Unknown	f 0.50
Spitzen (0. A.)	Les Hollandismes de 1'Lnitation de Jésus-Christ, et trois anciennes versions du livre	Veratti	professeur à Modène	1884	Unknown	Unknown	f 1.50
Spitzen (0. A.)	 Nouvelle défense de Thomas à Kernpis, specialement en réponse au r	Denifle	sous-archiviste du Vatican	1884	Unknown	Unknown	Unknown
Spoel (L.)	Het zoogenaamde »Leger des heils" aan Gods woord getoetst in naam, in kleeding, in godsdienstoefening, in leerstellingen op last van den kerkeraad der Ned	Zwolle	H	1889	Unknown	Unknown	f 0.20
Spoelstra (J.)	Is elke revolutie onvoorwaardelijk door den Christen te veroordeelen	Sneek	J	1891	Unknown	Unknown	f 0.10
Unknown	Spook (Het) van Resau	Morel (Bott	D	1889	Unknown	Unknown	f 0.75
Spoor (C. H. H.)	Anna Worthman	4 heeren	4 dames	1886	Unknown	Unknown	f 0.90
Spoor- en Tramgids (De). Amst.	A	4887	1888	1888	Unknown	Unknown	f 0.10
Spoor- en Tramgids (De)	 (Be practische) 's Bosch, P	Zomerdienst en winterdienst	elk No	Unknown	Unknown	Unknown	Unknown
Unknown	Spoorweg (Be) Amsterdam-IJmuiden en de bureaux van Waterstaat	(Amst	J	1883	Unknown	Unknown	f 0.50
Unknown	Spoorwegdiensten (De correspondeerende)	's Hage	H	Unknown	Unknown	Unknown	f 0.05
Spoorwegfinancier (De Amerikaansche). 's Hage	C	Unknown	Unknown	1884	Unknown	Unknown	f 0.25
Unknown	Spoorweggids (Altorifer's) voor Nederland	Middelb	J	Unknown	Unknown	Unknown	f 0.05
Spoorweggids (Altorifer's) voor Nederland	(Nederlandsche), niet kaart, aanwijzende de uren van vertrek en aankomst Zomerdienst en winterdienst	Amst	Gebr	Unknown	Unknown	Unknown	Unknown
Spoorwegovereenkomsten (De aanhangige). Amst.	J	Unknown	Unknown	1890	Unknown	Unknown	f 0.60
Unknown	Spoorwegreis (De groote)	Unknown	Unknown	1890	Unknown	Unknown	f 0.50
Spoorwegvoorstel (Het). A,nst.	Schalekamp, van de Grampel & Bakker	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.10
Unknown	Spoorwegwet (De Nederlandsche) en de daarbij behoorende besluiten en reglementen	Arnhem	P	Unknown	Unknown	Unknown	f 3.90
Unknown	Sport (Nederlandsche)	Officieel orgaan der Nederlandsche Harddraverij-en Renvereeniging	der Nederlandsche Jachtvereeniging »Nimrod", der Koninklijke Nederlandsche Zeil-en Roeivereeniging, der Boei-en Zeil vereen	Unknown	Unknown	Unknown	f 7.50
Unknown	Sportblad (Het)	's Hage	Cremer & Co	1890	Unknown	Unknown	f 6.60
Unknown	Sportboek (Internationaal) voor de jeugd	Tiel	11	1889	Unknown	Unknown	f 0.75
Unknown	Sprachübungen (Vergleichende idiomatische) Duitsch-Nederlandsche samenspraken bewerkt door R	Amst	Allert de Lange	1890	Unknown	Unknown	f 1.25
Sprenger van Eyk (J. P.)	De rijks en-c^ t meentebelastingen in Nederland	's Hage	Mart	1891	Unknown	Unknown	f 2.70
Sprenger van Eyk (J. P.)	Rolandseck, een liefelijke verblijfplaats in een heerlijk oord	Doetinch	L	1887	Unknown	Unknown	f 0.75
Unknown	Spreuken (De) van Salomo naar den Hoog commentaar van In'r	Doetinchem	W	1891	Unknown	Unknown	f 1.30
Spreuk-en tekstkalender voor1889,door Nie. Beets. Schied.	11	Unknown	Unknown	1888	Unknown	Unknown	f 1.25
Unknown	Sprichwörter (Mekkanische) und Redens Gesammelt und erläutert volt C	Orientalistencongresse in Wien	vom Koninklijk instituut voor de taal -	1886	Unknown	Unknown	f 2.50
Sprinkhuysen (A. van)	Naar Parijs	Amst	M	1889	Unknown	Unknown	f 0.50
Sprokkelaar [ps. J	Semper paratus (altijd gereed)	's Hage	Gebr	1889	Unknown	Unknown	f 0.20
Sprookje (Het) der Dryaden,	 (Het) van den wilgeboom	Amst	Tj	1887	Unknown	Unknown	f 0.10
Unknown	Sprookjes (Twaalf) uit de oude doos	Utr	Gebr	1886	Unknown	Unknown	f 1.80
Spruyt (C. B.)	Antipapistische felheid of protestantsche plichtsbetrachting? Open brief aan Mr	Amst	J	1888	Unknown	Unknown	f 0.50
Spruyt (C. B.)	 De aanspraken der »Vrije" universiteiten, naar aanleiding van Dr	Amst	P	1884	Unknown	Unknown	f 0.40
Spruyt (C. B.)	 De liberale partij en de schoolquaestie	Amst	P	1886	Unknown	Unknown	f 0.40
Spruyt (C. B.)	 De persoonlijke dienstplicht voor de vierschaar der oud-hollandsche deftigheid	Amst	J	4890	Unknown	Unknown	f 0.30
Spruyt (C. B.)	 Diépzinnighefd of woordenpraal? (Overgedrukt uit de Nieuwe Rotterdamsche Courant)	Rott	Nijgh & van Ditmar	1885	Unknown	Unknown	f 0.30
Spruyt (C. B.)	 In geen geval een ultramontaan! Een woord aan de protestantsche kiezers	(Amst	J	1888	Unknown	Unknown	Unknown
Spruyt (C. B.)	Mr	" Amst	J	1891	Unknown	Unknown	f 0.50
Spruyt (C. B.)	Over de waarde en de onwaarde van het academisch onderwijs in de wijsbegeerte	Amst	J	1887	Unknown	Unknown	f 0.50
Spruyt (C. B.)	 Rome en Dordt in 't geweer	Amst	J	1889	Unknown	Unknown	f 0.30
Spruyt (C. B.)	Wankelmoedigheid of vaderlands	Amst	J	1889	Unknown	Unknown	f 0.20
Spruyt (H. C.)	Altes und Neues	Gron	Noordhoff' &Smit	1886	Unknown	Unknown	f 1,50
Spruyt (H. C.)	 English without a master, (Het Eng	Gron	P	1888	Unknown	Unknown	Unknown
Spruyt (H. C.)	 Het Duitsch zonder meester, (Deutsch ohne Lehrer)	Praktische en gemakkelijke methode om zonder onderwijzer	alleen door zelfoefening, in korten tijd de Duitsche taal t	1888	Unknown	Unknown	Unknown
Spruyt (H. C.)	Hochdeutsche Sprachlehre für Nie P	Gron	(ie Aufl	1890	Unknown	Unknown	Unknown
Spruyt (H. C.)	 -Oefeningen behoorende bij de Hoog -duitschespraakkunst voor Nederlanders	Gron	P	1890	Unknown	Unknown	f 0.75
Spruyt (H. C.)	Practisch Hoogduitsch leesboek, niet geregelde opklimming van het gemakkelijke tot het meer moeielijke	Sneek	J	1884	Unknown	Unknown	f 1.25
Spruyt (H. C.)	Sprachübungen (Fortsetzung der »Inleiding")	Gron	P	1889	Unknown	Unknown	f 0.50
Spruyt (H. C.)	Theoretisch-practische inleiding tot de Hoogd	Gron	P	1890	Unknown	Unknown	f 1.25
Spruyt (H. C.)  en E. Scheffer	Le Francais sans maitre	Gron	P	1888	Unknown	Unknown	f 0.25
Spurgeon (C. H.)	Alles uit genade	Utr	J Bijleveld	1886	Unknown	Unknown	Unknown
Spurgeon (C. H.)	 De Christelijke feesten	Utr	J	1885	Unknown	Unknown	f 1.75
Spurgeon (C. H.)	 De draad door den doolhof	Utr	Kemink & Zn	1885	Unknown	Unknown	f 0.60
Spurgeon (C. H.)	 Eene rede	Utr	C	1888	Unknown	Unknown	f 0.02
Spurgeon (C. H.)	Gaat in door de enge poort! Eene vriendelijke roepstem tot het geloof in Jezus Christus	Unknown	Unknown	1890	Unknown	Unknown	f 1.50
Spurgeon (C. H.)	Het eerste Kerstlied	Een leerrede naar het Eng Utr	J	1883	Unknown	Unknown	f 0.125
Spurgeon (C. H.)	 Het gouden alphabet, eene verklaring van psalm CXIX	Amst	Höveker & Zn	1888	Unknown	Unknown	f 1.75
Spurgeon (C. H.)	Ja en amen	Amst	Kirberger & Kesper	1888	Unknown	Unknown	f 4.90
Spurgeon (C. H.)	Laat uw licht schijnen! Of sermoenen in kaarsen	Nijmegen	P	1891	Unknown	Unknown	f 1.30
Spurgeon (C. H.)	Leerredenen	Utr	J	1888	Unknown	Unknown	f 3.90
Spurgeon (C. H.)	Losse bladen uit de portefeuille van -	Utr	Kemink & Zoon	1885	Unknown	Unknown	f 0.75
Spurgeon (C. H.)	Overeenkomstig de belofte	Utr	J	1887	Unknown	Unknown	f 0.75
Spurgeon (C. H.)	 Volksleerredenen	Amst	Höveker & Zoon	Unknown	Unknown	Unknown	f 1.90
Spurgeon (C. H.)	Voor de poort	Nijmegen	P	1890	Unknown	Unknown	f 0.35
Spurgeon (C. H.)	Voor iederen avond	Rott	D	1884	Unknown	Unknown	f 1.90
Spurgeon (C. H.)	Zeven wonderen van genade	Rott	D	1884	Unknown	Unknown	f 0.75
Spurgeon (C. H.)	»Zijn God onderricht hem	Amst	Höveker & Zoon	1883	Unknown	Unknown	f 2.25
Spyri (Johanna)	Arthur en Squirrel	Amst	L	1888	Unknown	Unknown	f 1.50
Spyri (Johanna)	 Cornelli	Amst	L	1890	Unknown	Unknown	f 1.50
Spyri (Johanna)	 Cromelin en Capella	Gouda	G	1890	Unknown	Unknown	f 0.50
Spyri (Johanna)	Be elf van Intra	Amst	L	1891	Unknown	Unknown	f 0.50
Spyri (Johanna)	 - De kleine Heidi in den vreemde en weer thuis	-meerderd met het Arnh	J	1888	Unknown	Unknown	f 0.90
Spyri (Johanna)	 De onderwijzeres van Hinterwald	Amst	L	1891	Unknown	Unknown	f 0.50
Spyri (Johanna)	 - De vroolijke Heribli	Amst	L	1891	Unknown	Unknown	f 0.50
Spyri (Johanna)	 Dori	Tiel	H	1887	Unknown	Unknown	f 1.50
Spyri (Johanna)	Drie verhalen uit Zwitserland	Gouda	G	1887	Unknown	Unknown	f 1.20
Spyri (Johanna)	Gouden spreuken	Arnh	J	1884	Unknown	Unknown	f 1.20
Spyri (Johanna)	Grietjes kinderen	Arnh	J	1884	Unknown	Unknown	f 1.50
Spyri (Johanna)	 Hoe er nog wat van Tijs terecht kwam	Gouda	G	1887	Unknown	Unknown	f 0.30
Spyri (Johanna)	Hoe Jo's wensch eindelijk vervuld werd	Gouda	G	1887	Unknown	Unknown	f 0.30
Spyri (Johanna)	Kleine verhalen voor kinderen en voor hen die van kinderen houden	Arnh	J	1884	Unknown	Unknown	f 1.50
Spyri (Johanna)	Moeders lied en Peppino	Arnh	J	1884	Unknown	Unknown	f 1.50
Spyri (Johanna)	 Moni de geitenhoeder	Gouda	G	1887	Unknown	Unknown	f 0.30
Spyri (Johanna)	Nergens thuis	Arnh	J	1885	Unknown	Unknown	f 1.50
Spyri (Johanna)	Oom Titus	Arnh	J	1884	Unknown	Unknown	f 1.50
Spyri (Johanna)	 Op Zondag	Arnh	Ybe Ybes	1883	Unknown	Unknown	f 0.65
Spyri (Johanna)	Sina	Tiel	H	1885	Unknown	Unknown	f 1.50
Spyri (Johanna)	 --Uit de Zwitsersche bergen	Amst	L	1891	Unknown	Unknown	f 1.50
Spyri (Johanna)	Uit Zwitserland	Arnh		1884	Unknown	Unknown	f 1.50
Staake (J.)	De paria's van Bengalen; de strandroovers van Kaap: Raz en Tawalassa	's Hage	De Erven J	1885	Unknown	Unknown	f 1.50
Unknown	Staal (Jan) en zijn boekenmand	Amst	F	4890	Unknown	Unknown	f 0.30
Staat der Nederlandsche zeemacht en koop Behelzende	behalve de opgave-vaardijvloot	Amst	van Tubergen en Kruismulder	Unknown	Unknown	Unknown	f 0.50
Staat uw deur wel open ? Naar het Eng. Dordr.	Bureel De Vredebode	Unknown	Unknown	1890	Unknown	Unknown	Unknown
Staat  van de verschillende categorieën van gevangenen	met aanwijzing der gestichten waarin zij hun straf moeten ondergaan en van den duur der straf tot de executie, waarvan de onderscheidene gestichten zijn aangewezen	Leiden	E	1890	Unknown	Unknown	f 0.40
Unknown	Staat  van wijzigingen in de bekend gemaakte voorwaarden van aanbesteding voor het onderhouden van geregelde stoomvaartdiensten in den Indischen Archipel gedurende de jaren 1891 t	Vastgesteld bij art		1905	Unknown	Unknown	f 0.85
Staats Evers (J. W.)	Gelderland's voormalige steden, Arnhem, Batenburg, Borculo, Bredevoort (Aalten), Bronkhorst (Steenderen), Buren, Culemborg, Doesburg, Doetinchem, Eibergen, Elburg, Gent, Groenlo, Harderwijk, Hattem, 's Heerenberg (Bergh), Huissen, Laag -Keppel (Hutnmelo), Lichtenvoorde, Lochem, Maas-Bommel (Appeltern)	Nijkerk	Nijmegen, Terborg (Wisch), Tiet, Wageningen, Zalt-Bommel, Zevenaar, Zutphen	4891	Unknown	Unknown	f 5.50
Staats Evers (J. W.)	 Nijmegen	Arnh	K	1891	Unknown	Unknown	f 0.90
Unknown	Staatsblad voor het koningrijk der Neder]	) 's Hage	Landsdrukkerij	Unknown	Unknown	Unknown	Unknown
-voor het Koninkrijk der Nederlanden. Gouda	G	Zalthomrnel	Joh	Unknown	Unknown	Unknown	f 1.25
Unknown	  van Nederlandsch-Indië 1816-1883	Zaltbommel	Joh	1884	Unknown	Unknown	f 1.75
voor Nederlandsch-Indië (offic. uitg.) Batavia	Landsdrukkerij ('s Hage, Mart	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Staats-Courant (De) gedurende den Vrij oorlog van 4881	Gelliers (Haarl	Joh	4881	Unknown	Unknown	Unknown
Staats-Courant (De) gedurende den Vrij oorlog van 4881	(Nederlandsche)	's Hage	Landsdrukkerij	Unknown	Unknown	Unknown	f 0.10
Staatsfinanciën (Onze) en de Kerkgenootschappen	door Delitescens	Utr	J	1883	Unknown	Unknown	f 0.50
Unknown	Staatsman (De ware) geschetst in een levensbeeld	Maastricht	St	1885	Unknown	Unknown	f 0.50
Unknown	Staatswetten (Nederlandsche)	Met verwijzing naar de overeenkomstige artikelen	onder toezicht van J	1888	Unknown	Unknown	f 1.90
Staatswetten (Nederlandsche)	(Nederlandsche) met de daarbij behoorende besluiten ter uitvoering, afzonderlijke koninkl	Schied	H	1884	Unknown	Unknown	f 4.90
Stacke's geschiedenis van den nieuwsten tijd	bewerkt en tot heden voortgezet door F	Sneek	J	4883	Unknown	Unknown	f 2.55
Stad (E- M. van de)	Willem Strijder, de werkman -socialist en zijn gezin	Arnh	De \rnhemsche Druk -kers- en Uitg	1886	Unknown	Unknown	f 0.50
Unknown	Stad en land	Nijmegen	P	1889	Unknown	Unknown	f 0.35
Staden ten Brink (P. R. van)	Zuid -Celebes	lJtr	Kemink & Zoon	1884	Unknown	Unknown	Unknown
Stad-	dijk-en markeregten (Overijsselsche), Uitgegeven door de Vereeniging tot beoefening van Overijsselsch regt en geschiedenis	Zwolle	Erven J	1883	Unknown	Unknown	f 0.35
Stad-	gegeven door A Telting	Dijkregt van de zeedijken van Vollenhoven	Wanneperveen en iJsselham	1887	Unknown	Unknown	f 0.90
Stadt (H. van de)	Beknopt leerboek der natuurkunde	Zwolle	W	1890	Unknown	Unknown	f 1.25
Stadt (H. van de)	Natuurkundige vraagstukken ten gebruike bij het middelbaar onderwijs, naar D	Fliedner's Aufgaben aus der Physik	vrij bewerkt	1891	Unknown	Unknown	Unknown
Stadt (H. van de)	Oplossingen van de natuurkundige vraagstukken ten gebruike bij het middelb	Arnh	H	1891	Unknown	Unknown	f 1.30
Stafford (J.)	Epistelen en Evangeliën	Amst	B	1891	Unknown	Unknown	f 1.40
Stafford (J.)	 Epistelen en Evangeliën	Amst	B	1891	Unknown	Unknown	f 0.25
Stahl (P. J.)	Geschiedenis van een ezel en van twee jonge meisjes,, Vertellingen van mijn peetoom	(Amst	J	1888	Unknown	Unknown	f 1.60
Stal (C.),	scherij	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Stallaert (Karel). Glossarium van verouderde rechtsterrnen	kunstwoorden en andere uitdrukkingen uit Vlaamsche, Brabantsche en Limburgsche oorkonden Uitgeg	van wege de Maatschappij der Nederlandsche letterkunde te Leiden Leiden	E	Unknown	Unknown	Unknown	Unknown
Stam (G. J.)	Mechanische technologie, 1e afdeeling : Grondstoffen	Utr	Gebr	Unknown	Unknown	Unknown	f 6.05
Stam (G. J.)	Het hout	Utr	Gebr	Unknown	Unknown	Unknown	Unknown
Stam (H. J.)	Handleiding bij het onderwijs in de planimetrie aan inrichtingen van middelbaar en hooger onderwijs	Rott	D	1889	Unknown	Unknown	f 0.80
Stam (J.)	De kartonwerker	Amst	W	1890	Unknown	Unknown	f 1.90
Unknown	Stamboek en vaccinatielijst der onderwijzers en onderwijzeressen aan de school verbonden, en der leerlingen tot de school toegelaten	Schied	IL A	Unknown	Unknown	Unknown	f 0.30
Stamboek  vaccinelijst en verzamelstaat van de schooltijden	ingeschreven in 18		door K	Unknown	Unknown	Unknown	f 0.30
Stamperius (.F.)	De Sasmeester en zijn pleegzoon,, Drie kwajongens,,  - Frans Naerebout	Haarlem	W	1891	Unknown	Unknown	f 0.30
Stanislas [ps.]	Ontploffen	Kampen	Laurens van Hulst	1884	Unknown	Unknown	f 0.35
Stanley (Ch.)	De eerste en de tweede rnan	's Hage	H	Unknown	Unknown	Unknown	f 0.40
Stanley (Ch.)	 De wederkomst van Christus	's Hage	H	Unknown	Unknown	Unknown	f 0.15
Stanley (Ch.)	Wat was de sabbat? en wat is de dag des Heeren of de eerste dag der week ? Uit het Eng	's Hage	H	1890	Unknown	Unknown	f 0.20
Stanley (H. M.)	In Afrika's donkere wildernissen	-Nijm	Gebr	1891	Unknown	Unknown	f 0.30
Stanley (H. M.)	Idem	-Nijm	Gebr	1891	Unknown	Unknown	f 0.30
Stanley (H. M.)	Reizen, ontdekkingen en lotgevallen in Midden-Afrika	Hoe ik Livingstone vond met 108 grau	9 chromopl	1890	Unknown	Unknown	f 2.25
Stanley Jevons (W.)	De staat in zijn ver arbeid	Haart	Il	1888	Unknown	Unknown	f 1.90
Stap (D. C. C.)	In den dood allen gelijk? Toespraak tot de gemeente	Wijk bij Duur stede	C	1889	Unknown	Unknown	f 0.20
Stap (Jan A.)	Het ontstaan en de werking der vereeniging »Broedertrouw" te St	(overdruk van een reeks vervolgstukken uit het Friesch Volksblad	uitgegeven ten voordeele van bovengenoemde vereeniging	1891	Unknown	Unknown	f 0.10
Staring (A. C. W.)	Gedichten, met een inleiding uitgeg	Zutph	W	1883	Unknown	Unknown	f 1.25
Staring (A. C. W.)	Keur uit Staring's gedichten, met inleiding en aanteekeningen ten dienste van hen die zich voorbereiden tot het examen voor hoofdonderwijzer of hoofdonderwijzeres, door M	Gron	J	1885	Unknown	Unknown	Unknown
Staring (W. C. H.)	[Beschrijving behoorende bij de] Geologische kaart van Neder schaal van 1 : 200000	Schoonh	S	1890	Unknown	Unknown	f 0.90
Starkenborgh Stachouwer (A. W. L. Tjarda van)	Opmerkingen, gemaakt naar aanleiding van liet door de Heeren H	Gron	Noordhoff' & Smit (P	1884	Unknown	Unknown	f 0.40
Starriet (S.)	Getalvoorstellingen	's Bosch	Firma Robijns & Co	1889	Unknown	Unknown	f 0.50
Staten (Koloniale) van Suriname	'1866 -1891	) Amst	Scheltema & Holkema's Boekh	4889	Unknown	Unknown	f 1.50
Unknown	Statistiek der philanthropische spaar-en leenbanken in Nederland	door het departement van waterstaat	handel en nijverheid	Unknown	Unknown	Unknown	f 0.50
Statistiek 1888 elk f 0.40; 1889 f 0.50.	handel en nijverheid	's Hage	Gebr	Unknown	Unknown	Unknown	f 0.40
Unknown	Statistiek  der scheepvaartbeweging op de rivieren en kanalen in Nederland in 1882-4890	door het Ministerie van waterstaat	handel en nijverheid	Unknown	Unknown	Unknown	f 0.35
Statistiek  van den handel	de scheepvaart en de in- en uitvoerrechten in Nederlandsch-Indië over 1879-1890	Batavia	Ogilvie & Co	Unknown	Unknown	Unknown	f 4.25
Unknown	Statistiek  van den loop der bevolking van Nederland over 1879-1889	's (lage	van Weelden & Mingelen	Unknown	Unknown	Unknown	f 0.40
-- van het gevangeniswezen over 18821890. 's Hage	van Weelden en Mingelen	's Hage	Mart	1891	Unknown	Unknown	f 0.50
Unknown	-- van het jaarlijksch verloop van som ziekten in iedere straat van 's Graven--mige hage, 1815-1855 en 1866-1883	's Hage	gedrukt bij H	1886	Unknown	Unknown	f 1.50
Unknown	-- van het Koningrijk der Nederlanden	's Hage	Mart	4891	Unknown	Unknown	f 0.80
Unknown	-- van het Koningrijk der Nederlanden	's Hage, Mart	Nijhoff	1885	Unknown	Unknown	Unknown
Unknown	Statistiek van het stoornwezen in Neder Minis--land op 1 Jan	door het terie van Waterstaat	Handel en Nijverheid	1883	Unknown	Unknown	f 0.50
Unknown	Statistiek  van het vervoer op de spoorwegen en tramwegen over 1882-1889	van Waterstaat	Handel en Nijverheid	Unknown	Unknown	Unknown	f 0.40
Statistiek  van Middelburg over de jaren 48641887	samengesteld door M	Middelb	J	1889	Unknown	Unknown	f 0.75
Unknown	Statistiek  -(Gerechtelijke) van het Koningrijk der Nederlanden, 1882-1890	's Hage	Landsdruk -kerij (van Weelden & Mingelen)	Unknown	Unknown	Unknown	f 1.50
Unknown	  - (Maandelijksche) van handelen scheep voor het koningrijk der Nederlanden	's Hage	Gebr	1890	Unknown	Unknown	Unknown
Unknown	Statuten van de weduwen-en weezenkas voor de officieren van de landmacht, en voor uitvoering daarvan	's Hage	Gebr	1889	Unknown	Unknown	f 0.40
Staunch [ps.]	Drie artikelen over de zeemacht in Oost-Indië	's Hage	Gebr	4884	Unknown	Unknown	f 0.60
Stav'erman (H. J.)	En zij kwamen met haast	Dordr	H	1886	Unknown	Unknown	f 0.90
Stav'erman (H. J.)	Een achttal Kerstliederen voor kinderen	Dordrecht	H	1884	Unknown	Unknown	f 0.03
Stav'erman (H. J.)	 Twee Kerstliederen voor kinderen	(Zie het Lam Gods! - Geene gedaante noch heerlijkheid)	Dordr	1884	Unknown	Unknown	f 0.90
Stav'erman (H. J.)	 Twee Kerstliederen	Dordr	H	1885	Unknown	Unknown	f 0.90
Stav'erman (H. J.)	Zijn naam	Dordr	Koebrugge & de Zeeuw	1890	Unknown	Unknown	f 0.04
Stead (W. T.)	Josephine Butler	's Hage	W	4888	Unknown	Unknown	f 0.80
Steegh (J. van der)	Keapman Rouke	Toanielstik yn fiif ótkomsten	mei in foarwird fen G	1883	Unknown	Unknown	f 0.90
Steegh (J. S. van der)	In oantinken	(Forhalen	sketsen, ensft	1885	Unknown	Unknown	Unknown
Steelink (Wilm.),	 Holland (La) pittoresque	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
