Author	Title	City	Publisher	Year	Pages	Size	Price
Hoeven (H. van der)	De vraag: Mag het wetboek van strafrecht ongewijzigd ingevoerd worden ? beantwoord	Leiden	E	1884	Unknown	Unknown	f 1.40
Hoeven (H. van der)	Onze militaire strafwetgeving	Ge harer wording en vaststelling	met-schiedenis toestemming van Z	1884	Unknown	Unknown	f 3.75
Hofdljk (W. J.)	Dajang-Soembi	Amst	Tj	1887	Unknown	Unknown	f 2.50
Hofdljk (W. J.)	Een lauwerkrans op des Zwijgers graf	's Rage	Charles Ewings	Unknown	Unknown	Unknown	f 1.90
Hofdljk (W. J.)	 --Geschiedenis der Nederlandsche letterkunde	's Hage	Joh	1886	Unknown	Unknown	f 2.50
Hofdijk (W. J.)	In liet gebergte Di -Eng	Beverwijk	D	1884	Unknown	Unknown	f 7.50
Hofdijk (W. J.)	op zijn zeventigjarigen geboortdag, 27 Juni 1886, herdacht door een Oud-Gymnasiast	Amst	J	1886	Unknown	Unknown	f 0.15
Hoff (J. H. van 't)	Dix années dans 1'histoire dune théorie	") Rott	P	1887	Unknown	Unknown	f 1.80
Hoff (J. H. van 't)	 Etudes de dynamique chimique	Amst	Fred	1884	Unknown	Unknown	f 2.40
Hoffman (B. W.)	Beknopte geschiedenis van het gymnasium te Haarlem, ter herden bestaan dier inrichting-king van het 500jarig op 6 Dec	Haar!	Joh	1889	Unknown	Unknown	f 1.75
Hoffmann (C. K.)	Bijdrage tot de kennis der ontwikkelingsgeschiedenis van het aderlijke bloedvatenstelsel bij de reptiliën	Amst	Joh	1891	Unknown	Unknown	f 0.60
Hoffmann (C. K.)	 Die Bildung des Mesoderms, die Anlage der Chorda dorsalis und die Entwickelung des Canalis neurentericus bei Vogelembryonen	Amst	Joh	1883	Unknown	Unknown	f 2.50
Hoffmann (C. K.)	Grondtrekken der vergelijkende outwikkelingsgeschiedenis van de gewervelde dieren	Leiden	E	1885	Unknown	Unknown	f 8.75
Hoffmann (C. K.)	 Over de ontwikkelingsgeschiedenis van het gehoororgaan en de morphologische beteekenis van het gehoorbeentje bij de reptiliën	Amst	Joh	1890	Unknown	Unknown	f 0.75
Hoffmann (Ernst)	Goden-en heldensagen	Gron	P	1855	Unknown	Unknown	f 4.25
Hoffmann (Frans)	De ivoorjagers	Gouda	G	1887	Unknown	Unknown	f 0.70
Hoffmann (Frans)	Kapitein Roland	's Hage	De Erven J	1890	Unknown	Unknown	f 1.90
Hoffmann (Frans)	Verhalen uit het Rus volksleven	Gouda	G	1888	Unknown	Unknown	f 1.20
Hoffmann (Frans)	Verhalen voor de jeugd, vert	Leiden	A	1886	Unknown	Unknown	f 0.30
Hoffmann (Frans)	Verhalen voor de jeugd	door Suze Andriessen en Marie ten Brink Leiden	A	1888	Unknown	Unknown	f 0.30
Hoffmann (Frans)	Verhalen voor de jeugd	Vertaald door Ü'asanna	onder toezicht van P	1891	Unknown	Unknown	f 0.35
Hoffmann (Otto)	Afraja	's Hage	De Erven J	1891	Unknown	Unknown	f 1.50
Hoffmann (Otto)	Erik Randal	s Hage	Erven J	1808	Unknown	Unknown	f 1.90
Hoffmann (Otto)	Ridder Trullerey van Aarau	'silage	Erven J	1891	Unknown	Unknown	f11.90
Hofhufs (J. E. J.)	Feestgedicht bij de inwijding der nieuwe St	Amst	P	1887	Unknown	Unknown	f 0.25
Hofkamp (K.)	De natuurkunde voor de lagere school en voor de laagste klassen der burger dag-en avondscholen, normaallessen en meisjesscholen	Gron	P	1888	Unknown	Unknown	f 0.90
Hofkamp (K.)	Klokjes	Gron	J	1889	Unknown	Unknown	f 0.25
Hofkamp (K.)	Viooltjes	Gron	Noordhoff en Smit (P	1889	Unknown	Unknown	f 0.30
Hofkamp (K.)  en C. F. Haarman	Schrijfcursus	Gron	J	Unknown	Unknown	Unknown	f 0.25
Hofkamp (T.)	De natuur	Gron	Scholtens & Zn	1889	Unknown	Unknown	f 0.30
Hofkamp (T.)	Eerste leesboek over de natuur	Gron	Scholtens & Zn	1887	Unknown	Unknown	Unknown
Hofman (C. A.)	Practisch leerboek der Engelsche taal	's Hage	Joh	Unknown	Unknown	Unknown	f 0.90
Hofman (C. A.)	 Recueil de traductions, à l'usage des classes supérieures	La Haye	Joh	1889	Unknown	Unknown	f 0.90
Hofman (C. A.)	 Recueil de versions c 1' usage des classes supérieures	a Haye	Joh	1889	Unknown	Unknown	f 0.90
Hofman (C. A.)  en IJ. IJkema	Leercursus voor de Fransche taal, ten dienste van het meer uit onderwijs	40; le st	Se verm	Unknown	Unknown	Unknown	f 0.40
Hofineyer (N. J.)	De aanschouwing der heerlijkheid van Jezus Christus	Utr	J	4884	Unknown	Unknown	f 0.25
Hofineyer (N. J.)	 De Christus der Evangeliën	Utr	J	1887	Unknown	Unknown	f 1.90
Hofineyer (N. J.)	Jezus' heerlijkheid weerspiegeld in zijn aardsche leven	Utrecht	J	1886	Unknown	Unknown	f 1.50
Hofineyer (N. J.)	Tegenstellingen in 's Christens leven en leer	Amst	Höveker & Zoon	1885	Unknown	Unknown	f 1.50
Hofineyer (N. J.)	Uit de duisternis in het licht	Utr	J	1885	Unknown	Unknown	f 2.40
Hofstede Gz. (G.)	Fulgura fracta	Amst	Gebr	Unknown	Unknown	Unknown	f 1.25
Unknown	Hofstede (J	Leeuw	W	1886	Unknown	Unknown	f 1.50
Hofstede de Groot (C P.)	Honderd jaren uit de geschiedenis der Hervorming in de Nederlanden (1518-1619	) Leiden	A	1883	Unknown	Unknown	f 2.60
Hofstede de Groot (C P.)	Liefde en geloof	Amst	D	1885	Unknown	Unknown	f 1.25
Hofstede de Groot (P.)	Voorlezingen over de geschiedenis der opvoeding des menschdoms door God, tot op de komst van lezus Christus	) Gron	Scholtens & Zn	1885	Unknown	Unknown	f 2.10
Hofstede de Groot (S. M.)	Anna's Kerstavond	Apeld	(Kampen), N	Unknown	Unknown	Unknown	f 0.10
Hofstede de Groot (S. M.)	 De vernieuwing van het Apostolisch Diaconessen-ambt en de werkzaamheid van het Diakonessen-Moederhuis te Iiaiserwerth a/d Rijn, uit eenige bronnen medegedeeld	Apeld	(Kampen), N	1887	Unknown	Unknown	f 0.30
Hofstede de Groot (S. M.)	 Het oude boschvrouwtje	(Kampen)	N	1888	Unknown	Unknown	f 0.15
Hogenboom (A.)	Het paradijs der reine zielen	Gron	W	1883	Unknown	Unknown	f 0.65
Hogenboom (A.)	Katholieke beginselen aangaande het onderwijs in de volksscholen voor katholieke ouders uiteengezet	Arnh	van Mastrigt en Verhoeven	1888	Unknown	Unknown	f 0.30
Hogenboom (P. J.)	De martelaren van Gorkum	Utr	\Ved	Unknown	Unknown	Unknown	f 0.60
Hogendorp (Dirk van)	Mémoires du général Dirk van Hogendorp, comte de l'empire, etc	La Haye	Mart	1887	Unknown	Unknown	f 3.80
Hogendorp (F. van)	 De Prinses Wilhelmina van Oranje en Gijsbert Karel van Hogendorp in 1787 en volgende jaren	's Hage	Mart	1887	Unknown	Unknown	f 1.75
Hogendorp (F. van)	 November 1813	Brieven en gedenk -schriften van Gijsbert Karel van Hogendorp	uitgegeven door H	1813	Unknown	Unknown	f 2.80
Hogerwaard (M. B. G.)	De oeververdediging in _ Zeeland sedert 1860	Middelb	van Benthem en Jutting	1860	Unknown	Unknown	f 26.10
Hogerzeil (H. V.)	De kerkelijke strijd te Amsterdam, toegelicht en beoordeeld	Amst	F	1886	Unknown	Unknown	f 0.25
Hogerzeil (H. V.)	De onuitsprekelijke gave Gods	Amst	F	1888	Unknown	Unknown	Unknown
Höhler (M.)	Eli	Steyl	Drukkerij van het Missiehuis	1888	Unknown	Unknown	Unknown
Höhler (M.)	 Matheo Bonello	Leiden	J	1890	Unknown	Unknown	f 0.75
Holier (A. G. E.)	Al onze	Enschedé	M	1891	Unknown	Unknown	f 0.60
Holier (A. G. E.)	Binnen onzen kring	Tiel	D	1891	Unknown	Unknown	f 0.25
Holier (A. G. E.)	Das Uebungsbuch mit Bildern	Amst	H	1883	Unknown	Unknown	f 0.35
Holier (A. G. E.)	Dierkunde voor den aankomenden onderwijzer, voor kweekscholen, normaallessen enz	Tief	D	1885	Unknown	Unknown	f 0.75
Holier (A. G. E.)	Geïllustreerd Fransch leesboek voor eerstbeginnenderr	Otto (Amst	J	1886	Unknown	Unknown	f 0.45
Holier (A. G. E.)	 Het eerste Fransche boekje met plaatjes	Amst	H	1884	Unknown	Unknown	f 0.45
Holier (A. G. E.)	 Klein planten-album	Inleiding tot Planten-album	No	1884	Unknown	Unknown	Unknown
Holier (A. G. E.)	Kunt gij zonder fouten schrijven? Praktische taaloefeningen voor de hoogste klasse der lagere school	Otto (Amst	J	4884	Unknown	Unknown	f 0.25
Holier (A. G. E.)	 Pestalozzi,, Planten-album	Ten dienste van kweekscholen	norlIOIJER-HOLLAND	1883	Unknown	Unknown	f 0.75
Hoijer (A. G. E.)	Uitgebreid overzicht van de natuurlijke geschiedenis der drie rijken	Otto (Amst	J	1884	Unknown	Unknown	f 0.40
Hol (Richard)	De jeugdige zanger	Gron	Noordhoff & Smit (P	Unknown	Unknown	Unknown	f 0.30
Hol (Richard)	 De klavierspeler	Utr	J	1885	Unknown	Unknown	Unknown
Hol (Richard)	 De schoone slaapster	Gron	Noordhoff & Smit (P	1887	Unknown	Unknown	f 4.25
Hol (Richard)	Feestcantate bij de viering van het tweehonderd-vijftig-jarig bestaan derUtrechtsche 	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Hoogeschool op 21 Juni 1886	-Arnh	H	1886	Unknown	Unknown	f 4.50
Unknown	Hoogeschool Haarlemsch liedeke	Zutphen	Thieme's Boek en Muziekhandel	1888	Unknown	Unknown	f 0.80
Unknown	Hoogeschool  In den zomer uit Kinder-cantate	Gron	P	1888	Unknown	Unknown	f 1.25
Unknown	Hoogeschool Liederkrans	Gron	P	1887	Unknown	Unknown	f 0.30
Hoogeschool Ons vaderland. Woorden van H. G.	liederen en canons, gecomponeerd	Gron	P	Unknown	Unknown	Unknown	Unknown
H. Groenewegen. Voor vierstemmig mannenkoor. Zutphen	Thieme's Boek-en Muziekh	80; stemmen f050; afz	stemmen f 0	1886	Unknown	Unknown	f 0.80
Unknown	H	Gron	P	Unknown	Unknown	Unknown	f 0.50
Unknown	H  't Ouderhuis (Das Elternhaus)	Gron	P	1886	Unknown	Unknown	f 1.90
Hol (Rich.)	Vier gedichten van Nicolaas Beets	Alkm	P	1884	Unknown	Unknown	f 0,40
Hol (Rich.)	Welkomstgroet voor één of twee stemmen met klavier-of orgelbegeleiding	Nijmegen	H	1889	Unknown	Unknown	f 0.1
Holda [Mevr. J. Clant van der Mijll-Piepers]	Uit de papieren eener grootmoeder	Amst	P	1886	Unknown	Unknown	f 1.50
Holkelna (P.)	Afscheidswoorden gesproken tot zijne gemeenten te Broek en Goingarijp	toure	firma S	4891	Unknown	Unknown	Unknown
Unknown	Holland (Jan) [A	Harderw	J	1888	Unknown	Unknown	Unknown
Holland (Jan) [A	 De Woort en zijn kring	Dev	(Utr	1885	Unknown	Unknown	f 2.50
Holland (Jan) [A	 Doris en Doortje	Dev	(Utr	1884	Unknown	Unknown	f 2.75
Holland (Jan) [A	Een paar buiten-model-menschen	Dec	(Utr	1888	Unknown	Unknown	Unknown
Holland (Jan) [A	 Het smeult	Moeten wij wachten, tot dat de vlam uitslaat`? Dev	(Utr	1890	Unknown	Unknown	f 1.80
Holland (Jan) [A	 -Moderne heksen	Deventer	W	Unknown	Unknown	Unknown	Unknown
Hulscher G.Jzn. (Amst.	Gebr	Unknown	Unknown	1884	Unknown	Unknown	f 0.35
Hulscher G.Jzn. (Amst.	Neen! Eene stadsgeschiedenis	)	Dr- A	1887	Unknown	Unknown	f 3.20
Hulscher G.Jzn. (Amst.	 Willoozen	Utr	Dr	1891	Unknown	Unknown	f 0.05
Holland (Helena van),	sensé	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Holland-Antwerpen Geïllustreerd gedenk slachtoffers der-blad ten voordeele van de ramp te Antwerpen	Utr	F	1890	Unknown	Unknown	f 0.50
Unknown	Holland-Antwerpen tijdschrift voor Noord-en Zuid-Nederland	Ie jaargang, Amst	Administratie Westermarkt 17	1889	Unknown	Unknown	f 5.50
Unknown	Hollande (La) pittoresque	Amst	J	1890	Unknown	Unknown	f 4.50
Hollander (J. J. de)	Handleiding bij de beoefening der Engelsche taal	Schoon hoven	S	1888	Unknown	Unknown	f 1.25
Hollander (J. J. de)	Handleiding bij de beoefening der Ja taal	Leiden	F	1886	Unknown	Unknown	f 3.50
Hollander (J. J. de)	Handleiding bij de beoefening van het Maleische letterschrift	Utr	J	1890	Unknown	Unknown	f 0.50
Hollander (J. J. de)	Handleiding tot de kennis der Maleische taal	Utr	J	1889	Unknown	Unknown	Unknown
Unknown	Hollanders in Kleef door een' Kleefschen Hollander	Amst	A	1887	Unknown	Unknown	f 0.25
Hollaz (David)	De gebaende Pelgrims Strate na den Berg Zion	De Stad des levenden Gods het Hemelsch Jeruzalem ; waer in veelerlei Steenen des Aenstoots uit den weg geruimt	daer en tegen de weg gebaent en de bevor aangewezen worden	1884	Unknown	Unknown	f 0.40
Hollaz (David)	 Over het genadeverbond	Onveranderd naar het-sprekken lloogd	uitg	1741	Unknown	Unknown	f 0.80
Holle (K. F.)	De aap en de schildpad	(Amst	II	1885	Unknown	Unknown	f 0.90
Holleman (F. A.)	Over de doelmatigste wijze van ontginning onzer heidevelden	Zwolle	W	1884	Unknown	Unknown	f 0.50
Hollman (P. J.)	Enkele opmerkingen over drinkwater ook in verband met kindervoeding	Alkm	Berm	1887	Unknown	Unknown	f 0.25
Hollman (P. J.)	 Het galvaniseren der metalen, onmisbaar voor goud-en zilversrneden, horlogemakers, koper-en blikslagers, lampenmakers, fabrikanten van gas- en badtoestellen, enz	Amst	D	1891	Unknown	Unknown	f 1.50
Hollman (P. J.)	 Het maken van vruchtenwijnen	Amst	D	4891	Unknown	Unknown	f 0.40
Hollman (P. J.)	 - Histoire de la société d'assurances sur la vie »Mina, l'amie de lbuvrier	" Alkm	P	1891	Unknown	Unknown	f 4.60
Hollman (P. J.)	 Hoe zal men goed en goedkoop eten? Alkm		Herrn	1889	Unknown	Unknown	f 0.60
Hollman (P. J.)	Levensverzekering eens ieders plicht	Alkmaar	Herrn Coster & Zn	1886	Unknown	Unknown	f 0.10
Hollman (P. J.)	Schuld en boete	Edam	J	1890	Unknown	Unknown	f 2.50
Hollman (P. J.)	Verzameling van vraagstukken op het gebied der natuurkunde (physica)	Alkm	Herrn	1890	Unknown	Unknown	f 4.50
Hollman (P. J.)	Verzameling van vraagstukken op liet gebied van de analytische meetkunde der ruimte	Alkm	Herrn	Unknown	Unknown	Unknown	f 1.50
Hollman (P. J.)	Verzameling van vraagstukken op het gebied der analytische meetkunde van het platte vlak Toepassingen van differentiaal-en integraalrekening	Alkrn	Herrn	1889	Unknown	Unknown	f 2.50
Hollman (P. J.)	Wiskundige schets der levensverzekering	Unknown	Unknown	1885	Unknown	Unknown	Unknown
Holmes (Mary J.)	Betsy	Amst	A	1887	Unknown	Unknown	f 6.25
Höltel (K. von)	Aan eigen adres	4 heeren	2 dames	1886	Unknown	Unknown	f 0.75
Höltel (K. von)	 Het parelsnoer of knecht, dienaar en heer	Zutph	Thieme's Boeken Muziekhandel	1887	Unknown	Unknown	f 0.90
Holtrop (J. A )	Hans Dussel op 't gerneentehuis	Zntph	Thieme's Boek-en Muziekli	1888	Unknown	Unknown	f 0.40
Holtrop (J. A )	Toch een aardige jongen! Comedic in één bedrijf, vrij naar 't Fransch	Zutph	Thieme's Muziekli	1888	Unknown	Unknown	f 0.40
Holtrop (J. A )	thurn	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Holtz (Dr.)	Leefregels voor lijders aan ,licht en rheumatisme	Amst	Seyflardt's Boekhandel	1888	Unknown	Unknown	f 0.60
Holwerda (A. E. J.)	Die alten Kyprier in Kunst und Cultus	Leiden	E	1885	Unknown	Unknown	Unknown
Holwerda (.I.)	De werelddeelen	Leerboek ten dienste van hoogere burgerscholen	normaallessen, enz	1890	Unknown	Unknown	f 1.10
Holwerda (.I.)	 - Europa	Leerboek ten dienste van hoogere burgerscholen	normaallessen, enz	1889	Unknown	Unknown	f 1.10
Holwerda (.I.)	Nederland	Zutph	W	1888	Unknown	Unknown	f 0.65
Homerus	De Odussee	Leiden	A	1890	Unknown	Unknown	f 6.30
Homerus	 Iliadis carmina, cum apparatu critico	Bat	A	1888	Unknown	Unknown	f 1.50
Unknown	Homerus Ilias vertaald door C	Leiden	A	1886	Unknown	Unknown	f 8.75
Unknown	Homerus  Odysseae carmina	Batay	A	1890	Unknown	Unknown	f 1.50
Hommes (C.)	Woorden en daden der levensverzekering-maatschappij »New-York" Leeuw		W	1890	Unknown	Unknown	f 0.30
Hompeselt (A. de)	Hoe is ons heden? Hoe zal onze toekomst zijn? Twee vragen op politiek gebied	Arnh	G	1886	Unknown	Unknown	f 0.40
Hompeselt (A. de)	 Le Catholicisme et le Protestantisme par rapport au libéralisme	La have	Belinfante frères	1887	Unknown	Unknown	Unknown
Hompeselt (A. de)	Pauperisme en militarisme	's Hage	Gebr	1886	Unknown	Unknown	f 0.75
Homunculus [psi	Tntriganten	's Hage	C	1887	Unknown	Unknown	Unknown
Hond (De kribbige). Leerzame historie voor kinderen. Utr.	Gebr	Unknown	Unknown	1883	Unknown	Unknown	f 0.40
Honden (Onze). Tijdschrift voor liefhebbers	fokkers en handelaren in honden	Assen, (Amst	) Bureau: Onze Flonden	Unknown	Unknown	Unknown	Unknown
Honig (G. G.)	Jezus onze dierbaarste schat	Amst	G	1884	Unknown	Unknown	f 0.35
Honig (G. J.)	Beschrijving en geschiedenis der Zaanlandsche gemeentewapens	's Hage	Genealogisch-Heraldisch Archief	Unknown	Unknown	Unknown	f 1.90
Honig (G. J.)	Een vergeten tak van het geslacht Hooft	's Hage	Genealogisch-Heraldisch Ar fel	1889	Unknown	Unknown	f 0.75
Honig (G. J.)	 Gerrit van Assendelft en zijn praal -graf in de Groote- of St	) 's Hage	Geneal	1888	Unknown	Unknown	f 0.50
Honig (G. J.)	 Het wapen van het geslacht van Assendelft	's Hage	Geneal	1886	Unknown	Unknown	Unknown
Honigh \C.)	Alles leeft	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Hol	 Door Noorwegen	Haarl	H	1886	Unknown	Unknown	f 5.75
Hol	 Hoogduitsch leesboek, vooral ingericht met het oog op het taaleigen van het Neder C	Amst	Brinkman	Unknown	Unknown	Unknown	f 0.75
Hol	 en G	Vos Azn	Liedeboek	1887	Unknown	Unknown	Unknown
Hol	 - -- Van eigen bodem	Gron	J	1890	Unknown	Unknown	f 0.30
Hooft (J.)	Volkspark-marsch voor piano	Koog aan de Zaan	E	1890	Unknown	Unknown	f 0.60
Hooft's (P. C.) Granida	uitgeg	Zwolle	\V	1890	Unknown	Unknown	f 0.35
Hooft's (P. C.) Granida	 - Granida	(Amst		1884	Unknown	Unknown	f 0.60
Hooft's (P. C.) Granida	 - Ware-nar ed	Verdam	,  Ware nar	Unknown	Unknown	Unknown	Unknown
Hooft's (P. C.) Granida  en C. Huygens	Keur uit beider werken	Sneek	J	1886	Unknown	Unknown	Unknown
Hooft Hasselaer	Een honderdtal	Amst	J	1885	Unknown	Unknown	f 0.75
Unknown	Hooft  -Verzameling van opgaven voor outwerpen van notarieele acten, in de laatste tien jaren op het staats-examen voor het notariaat ter bewerking gegeven	Amst	Sikken & Co	1891	Unknown	Unknown	f 0.75
Hooftman (P.)	Alphabetische woordenlijst der meest algemeen gebruikelijke en voorkomende kunstwoorden van boomen, planten en bloemen	Naarden (Haarlem)	H	1885	Unknown	Unknown	Unknown
Hoog (I. M. J.)	Belijdenis en ontboezemin g op eiken dag des jaars	Gron	J	1889	Unknown	Unknown	Unknown
Hoog (I. M. J.)	 De doodsgedachte	Amst	Höveker & Zoon	1888	Unknown	Unknown	f 0.07
Hoog (I. M. J.)	 - De martelaren der Hervorming in Nederland tot 1566	Schied	H	1566	Unknown	Unknown	f 2.70
Hoog (L. V.)	Iets over halswerve]luxaties	Leiden	S	Unknown	Unknown	Unknown	f 0.90
Hoog Azn. (W. de)	Hints and questions for the use of candidates, lower instruction English	Dordr	J	4890	Unknown	Unknown	f 0.75
Hoog (P. H. van der) [P. Heyting]	Wonosari	Nijm	H	1886	Unknown	Unknown	Unknown
Hoogenbirk (A. J.)	Alleen, toch veilig	Amst	Höveker & Zoon 1889	1889	Unknown	Unknown	f 0.15
Hoogenbirk (A. J.)	Baas Klaas	Nijkerk	G	1885	Unknown	Unknown	f 0,15
Hoogenbirk (A. J.)	 De boer van Woudhof	Nijkerk	G	1881	Unknown	Unknown	f 0.30
Hoogenbirk (A. J.)	 De dokter in 't Moorenland, of van West naar Oost	Nijkerk	G	1885	Unknown	Unknown	f 0.0
Hoogenbirk (A. J.)	 - De droeve vioolspeler of de geschiedenis van een lied	Nijkerk	G	Unknown	Unknown	Unknown	f 0.15
Hoogenbirk (A. J.)	 De elf weezen	Nijkerk	G	1889	Unknown	Unknown	Unknown
Hoogenbirk (A. J.)	 De getrouwe getuige	Amst	Höveker & Zn	1890	Unknown	Unknown	f 0.20
Hoogenbirk (A. J.)		Nijkerk	G	1891	Unknown	Unknown	f 0.30
Hoogenbirk (A. J.)	 De koeherder van St	Amst	Höveker & Zn	Unknown	Unknown	Unknown	f 0.25
Hoogenbirk (A. J.)	 De Noorsche prins	Nijkerk	G	1800	Unknown	Unknown	f 0.40
Hoogenbirk (A. J.)	 De prins van Shipoer	Nijkerk	G	Unknown	Unknown	Unknown	f 0.125
Hoogenbirk (A. J.)	 De Pruisische hoed'	Nijkerk	G	1891	Unknown	Unknown	f 0.20
Hoogenbirk (A. J.)	 De Spaansche ridderzoon of een jon drie eeuwen	Amst	-geling vóór 	Unknown	Unknown	Unknown	Unknown
Unknown	Höveker & Zoon	Unknown	Unknown	1889	Unknown	Unknown	f 0.60
Höveker  De timmerman van Nimes	of de nachtelijke verrassing	Amst	Höveker & Zoon	1890	Unknown	Unknown	f 7.50
Unknown	Höveker  De verborger helper	Nijkerk	G	Unknown	Unknown	Unknown	f 0.20
Höveker . --De viervoetige ruiter. Een verhaal. Nijkerk	G	Unknown	Unknown	1886	Unknown	Unknown	f 0.15
Höveker .	G	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Hoogenbirk (A. J )	Die jongens worden flinke mannen	Amst	Höveker & Zn	1883	Unknown	Unknown	Unknown
Hoogenbirk (A. J )	Een Nederlandsche daad	Amst	Höveker & Zn	1889	Unknown	Unknown	f 0.121
Hoogenbirk (A. J )	Een reisje door Europa	Amst	Höveker & Zn	1884	Unknown	Unknown	f 1.25
Hoogenbirk (A. J )	 Het berouw en Na vele dagen	Nijkerk	G	1889	Unknown	Unknown	f 0.15
Hoogenbirk (A. J )	Klein begonnen	,1mst		Unknown	Unknown	Unknown	Unknown
Unknown	Höveker & Zoon	Unknown	Unknown	1890	Unknown	Unknown	f 0.50
Höveker Onverwacht en ongedacht. Een vertelling. Nijkerk	G	Unknown	Unknown	1888	Unknown	Unknown	f 0.15
Höveker . --Te rechtertijd gegrepen. Een verhaal. Nijkerk	G	Unknown	Unknown	1888	Unknown	Unknown	f 0.50
Höveker Uit Grootvaders jeugd. Een verhaal. Nijkerk	G	Unknown	Unknown	1886	Unknown	Unknown	f 0.15
Höveker  Van nacht tot dageraad	of de twee kerstfeesten der vervolgden	Amst		Unknown	Unknown	Unknown	Unknown
Unknown	Höveker & Zoon 1891	Unknown	Unknown	1891	Unknown	Unknown	f 0.25
Höveker . --	Verloren tot behoud	Nijkerk	G	1891	Unknown	Unknown	f 0.15
Höveker Vooruitgekomen. Een verhaal. Amst.		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Hoveker & Zn	Unknown	Unknown	1889	Unknown	Unknown	f 0.20
Hoveker Willen en werken; de zon voor drie stuivers	mijnheer! 2e druk	Amst	Höveker & Zn	1884	Unknown	Unknown	f 0.30
Hoveker  -Wonderlijk bevrijd. Een verhaal. Nijkerk	G	Unknown	Unknown	1886	Unknown	Unknown	f 0.30
Hoveker Zulke meisjes ziet men graag. Amst.		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Höveker & Zn	Nijkerk	G	1883	Unknown	Unknown	f 7.50
Hoogenboom (A.)	Gids in den lusthof van het Allerh	Maastr	St	1883	Unknown	Unknown	f 0.35
Hoogenboom (W.)	De legerwet in Burgerplicht te Amsterdam	's Hage	Gebr	1891	Unknown	Unknown	f 0.50
Hoogendoorn Jr. (G.)	De zoon van den veroordeelde	Nieuw oorspronkelijk drama in vijf bedrijven	voor rederijkers	1886	Unknown	Unknown	f 0.80
Hoogendoorn Jr. (G.)	 - Dirk Nergensthuis, of de gewaande baron	Zutphen	Thieme's Boek-en Muziekhandel	1885	Unknown	Unknown	f 0.40
Hoogendoorn Jr. (G.)	 Het testament van oom Dries	Rott	Gebr	1890	Unknown	Unknown	f 0.60
Unknown	Hoogesehool (De Utrechtsche)	Utr	J	1886	Unknown	Unknown	f 0.15
Hoogewerff (G. C.)	Celestine de kleine kunstrijderes	Amst	H	1890	Unknown	Unknown	f 0.45
Hoogewerff (G. C.)	De ketellapper van Elstow	Nijkerk	G	1887	Unknown	Unknown	f 0.40
Hoogewerff (G. C.)	 De martelaars der eerste Christenge Verhalen uit de kerkgeschiedenis	Nijkerk	G	1885	Unknown	Unknown	f 1.50
Hieruit afzonderlijk	elk deeltje met 2 pltn, f 0	Ignatius	bisschop van Antiochie	Unknown	Unknown	Unknown	f 0.50
Unknown	Hieruit  De priester van Pele	Nijkerk	Cr	1890	Unknown	Unknown	f 0.40
Unknown	Hieruit  De vrijbuiters van Kennemerland	Nijkerk	G	1888	Unknown	Unknown	f 0.75
Unknown	Hieruit De zoon der ster	Nijkerk	Cr	1887	Unknown	Unknown	f 1.50
Unknown	Hieruit  Theodora	Nijkerk	G	1889	Unknown	Unknown	f 0.40
Hoogheem (H. A. M. van)	Een nacht op straat	Kampen	L	1886	Unknown	Unknown	f 0.40
Hoogmoed (De gebroken). 's Hage	H	f 6	-	1888	Unknown	Unknown	f 0.10
Hoogstraten (P. F. Th. van)	Studiën en kritieken	Nijmegen	L	1891	Unknown	Unknown	f 8.50
Hoogt (M. J. van der)	Bezwaren tegen den vaccinedwang	Toespraak in eene openbare vergadering van den »Bond tegen vaccinedwang" te Rotterdam	den 19 April 1888	1888	Unknown	Unknown	Unknown
Hoogvliet (J. M.)	Korte Latijnsche synonymiek getrokken uit de »Lateinische Synonymik" van Ferd	Leiden	E	4891	Unknown	Unknown	f 0.40
Hoogvliet (J. M.)	Minimale Latijnsclre vormleer, volgens het stelsel Proägoon	Leiden	E	1890	Unknown	Unknown	f 0.50
Hoogvliet (J. M.)	 Proiigoon	's Hage	Mart	1888	Unknown	Unknown	f 1.90
Hoogvliet (W.)	De urgentie eener politiewet, naar aanleiding van het onlangs ingediend Adres aan den Amsterdamsehen gemeenteraad, in substantie herinnerd	Haar!	Erven Loosjes	1883	Unknown	Unknown	f 0.30
Hoogvliet (W.)	 Open brief aan hen die belang stel verschaffen van werk aan vruch--len in hetteloos werkzoekenden	Haarlem	De Erven Loosjes	1885	Unknown	Unknown	f 0.30
Hoojjer (J. H.)	Mijnheer Daniël en andere verhalen	Haarlem	H	1884	Unknown	Unknown	f 2.50
Hoojjer (J. H.)	Schetsen en verhalen	Unknown	Unknown	1889	Unknown	Unknown	f 2.25
Hoola van Nooten (Bertha)	Fleurs, fruits et feuillages choisis de file de Java peints d'après nature	(Amst	J	4885	Unknown	Unknown	Unknown
